rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,stats_proportion_of_isr,aliases,subjects_offered,closed,unaccredited,rank_numeric,ranking_status,score_status,female_percentage
13750,1201–1500,National Kaohsiung University of Science and Technology,25.5,13750,15.2,1746,20.3,799,35.0,1329,61.6,622,26.8,1627,Taiwan,28128,33.1,3.0,39 : 61,43.0,National Kaohsiung University of Science and Technology,"Business & Management,Law,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemistry,Mechanical & Aerospace Engineering,Civil Engineering,Languages, Literature & Linguistics,Accounting & Finance,Chemical Engineering,General Engineering,Computer Science,Biological Sciences",False,False,,Reporter,Available,39.0
13760,1201–1500,National Research University of Electronic Technology (MIET),25.5,13760,43.8,226,14.9,1135,10.7,1847,50.2,806,25.5,1685,Russian Federation,5032,9.5,7.0,25 : 75,46.0,National Research University of Electronic Technology (MIET),"Education,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Law,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Sociology,Chemical Engineering,Economics & Econometrics,Chemistry,Electrical & Electronic Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Accounting & Finance,Civil Engineering",False,False,,Reporter,Available,25.0
13770,1201–1500,National Taiwan Ocean University,25.5,13770,19.7,1404,25.0,613,30.2,1440,63.0,592,34.7,1333,Taiwan,8244,16.2,8.0,32 : 68,35.0,National Taiwan Ocean University,"Civil Engineering,Communication & Media Studies,Sociology,Chemistry,Biological Sciences,Veterinary Science,Electrical & Electronic Engineering,Law,Medicine & Dentistry,Sport Science,Computer Science,Other Health,Architecture,Mechanical & Aerospace Engineering,Economics & Econometrics,Psychology,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Languages, Literature & Linguistics,Physics & Astronomy,General Engineering,Archaeology,Education,Geography,Agriculture & Forestry,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Art, Performing Arts & Design,History, Philosophy & Theology,Accounting & Finance",False,False,,Reporter,Available,32.0
13780,1201–1500,National Technical University Kharkiv Polytechnic Institute,25.5,13780,24.8,1020,9.0,1798,14.9,1770,17.5,1703,33.6,1369,Ukraine,11055,7.9,14.0,31 : 69,44.0,National Technical University Kharkiv Polytechnic Institute,"Economics & Econometrics,Accounting & Finance,Sociology,Civil Engineering,Sport Science,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Psychology,Chemical Engineering,Communication & Media Studies,Business & Management,Languages, Literature & Linguistics,Other Health,Mechanical & Aerospace Engineering,Education,Chemistry,Physics & Astronomy,Medicine & Dentistry,Biological Sciences,Electrical & Electronic Engineering,Computer Science,Mathematics & Statistics,General Engineering",False,False,,Reporter,Available,31.0
13790,1201–1500,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,25.5,13790,26.5,912,9.9,1658,16.0,1747,22.2,1435,22.4,1791,Ukraine,21170,8.0,3.0,30 : 70,43.0,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,"Art, Performing Arts & Design,Sociology,Other Health,Chemistry,Chemical Engineering,Education,Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Law,History, Philosophy & Theology,Physics & Astronomy,Communication & Media Studies,Economics & Econometrics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Psychology,General Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,,Reporter,Available,30.0
13800,1201–1500,University of Nigeria Nsukka,25.5,13800,29.1,742,10.6,1579,30.3,1437,17.3,1727,37.0,1240,Nigeria,43108,11.7,1.0,46 : 54,25.0,University of Nigeria Nsukka,"Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Architecture,Veterinary Science,Psychology,Other Health,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Economics & Econometrics,General Engineering,Communication & Media Studies,Archaeology,Agriculture & Forestry,Law,History, Philosophy & Theology,Sport Science,Business & Management,Computer Science,Biological Sciences,Geography,Medicine & Dentistry,Physics & Astronomy,Education,Civil Engineering,Sociology",False,False,,Reporter,Available,46.0
13810,1201–1500,Ochanomizu University,25.5,13810,33.2,540,16.5,1011,19.7,1686,36.5,1063,38.2,1185,Japan,2678,14.5,6.0,100 : 0,31.0,Ochanomizu University,"Computer Science,Sociology,General Engineering,Education,Chemistry,Biological Sciences,Art, Performing Arts & Design,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Civil Engineering,Geography,History, Philosophy & Theology,Mathematics & Statistics",False,False,,Reporter,Available,100.0
13820,1201–1500,Oles Honchar Dnipro National University,25.5,13820,25.1,996,9.0,1801,7.4,1890,18.9,1601,21.5,1824,Ukraine,7478,10.1,2.0,56 : 44,33.0,Oles Honchar Dnipro National University,"Business & Management,General Engineering,Communication & Media Studies,Economics & Econometrics,Art, Performing Arts & Design,Sport Science,Chemistry,Archaeology,Other Health,Education,Electrical & Electronic Engineering,Geography,Computer Science,Mathematics & Statistics,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mechanical & Aerospace Engineering,Biological Sciences,Law,Accounting & Finance,Sociology,Psychology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemical Engineering",False,False,,Reporter,Available,56.0
13830,1201–1500,Opole University of Technology,25.5,13830,18.5,1508,13.8,1229,37.3,1271,18.5,1626,36.1,1275,Poland,5096,13.7,6.0,32 : 68,43.0,Opole University of Technology,"Accounting & Finance,General Engineering,Computer Science,Civil Engineering,Sport Science,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Business & Management",False,False,,Reporter,Available,32.0
13840,1201–1500,University of Oradea,25.5,13840,16.7,1654,14.6,1156,35.0,1330,16.9,1767,41.0,1083,Romania,15820,17.5,6.0,56 : 44,22.0,University of Oradea,"Sociology,Medicine & Dentistry,Mathematics & Statistics,Electrical & Electronic Engineering,Art, Performing Arts & Design,Communication & Media Studies,Agriculture & Forestry,Business & Management,Politics & International Studies (incl Development Studies),Biological Sciences,Languages, Literature & Linguistics,General Engineering,Geography,Civil Engineering,Psychology,Mechanical & Aerospace Engineering,Education,Physics & Astronomy,Computer Science,Accounting & Finance,Sport Science,Economics & Econometrics,Chemistry,Other Health,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Law,Architecture",False,False,,Reporter,Available,56.0
13850,1201–1500,Osaka Metropolitan University,25.5,13850,29.1,743,18.7,885,29.8,1451,79.5,271,26.6,1635,Japan,15734,11.5,4.0,37 : 63,27.0,Osaka Metropolitan University,"Other Health,Mathematics & Statistics,Accounting & Finance,Architecture,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies,History, Philosophy & Theology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Law,Archaeology,Art, Performing Arts & Design,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Sociology,Languages, Literature & Linguistics,Chemical Engineering,Sport Science,Mechanical & Aerospace Engineering,Education,Business & Management,Civil Engineering,Chemistry,Veterinary Science,Geography,General Engineering,Biological Sciences,Electrical & Electronic Engineering,Economics & Econometrics,Psychology",False,False,,Reporter,Available,37.0
13860,1201–1500,Osmania University,25.5,13860,33.9,497,16.3,1026,31.1,1423,27.7,1245,21.4,1830,India,10520,25.7,3.0,36 : 64,40.0,Osmania University,"Geography,Politics & International Studies (incl Development Studies),Chemistry,General Engineering,Chemical Engineering,History, Philosophy & Theology,Law,Biological Sciences,Sport Science,Languages, Literature & Linguistics,Business & Management,Education,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Accounting & Finance,Computer Science,Economics & Econometrics,Mechanical & Aerospace Engineering,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Psychology,Physics & Astronomy",False,False,,Reporter,Available,36.0
13870,1201–1500,Paris Nanterre University,25.5,13870,20.9,1310,16.8,986,27.9,1495,42.9,926,66.7,453,France,35218,23.4,16.0,64 : 36,15.0,Paris Nanterre University,"Languages, Literature & Linguistics,Education,History, Philosophy & Theology,Art, Performing Arts & Design,Geography,Politics & International Studies (incl Development Studies),Archaeology,Psychology,Communication & Media Studies,Economics & Econometrics,Electrical & Electronic Engineering,Sociology,Law,Sport Science,Mechanical & Aerospace Engineering,Business & Management,Accounting & Finance",False,False,,Reporter,Available,64.0
13880,1201–1500,University of Pau and Pays de l’Adour,25.5,13880,23.4,1126,12.4,1371,21.6,1647,28.5,1223,79.9,257,France,14105,13.9,15.0,53 : 47,40.0,University of Pau and Pays de l’Adour,"Agriculture & Forestry,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Business & Management,Languages, Literature & Linguistics,Sport Science,Sociology,Civil Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Veterinary Science,Geography,Chemical Engineering,General Engineering,Physics & Astronomy,Education,Art, Performing Arts & Design,Biological Sciences,History, Philosophy & Theology,Mathematics & Statistics,Law",False,False,,Reporter,Available,53.0
13890,1201–1500,Pavol Jozef Šafárik University in Košice,25.5,13890,40.7,287,10.2,1627,17.1,1731,24.9,1341,62.1,540,Slovakia,7060,10.3,24.0,67 : 33,23.0,Pavol Jozef Šafárik University in Košice,"Geology, Environmental, Earth & Marine Sciences,Computer Science,Languages, Literature & Linguistics,Geography,Communication & Media Studies,Mathematics & Statistics,Other Health,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Education,Sociology,Biological Sciences,Psychology,Physics & Astronomy,Law,Sport Science,Chemistry,Agriculture & Forestry,Medicine & Dentistry",False,False,,Reporter,Available,67.0
13900,1201–1500,Persian Gulf University,25.5,13900,17.8,1570,14.1,1201,45.5,1111,28.8,1211,38.2,1186,Iran,5499,23.1,5.0,55 : 45,42.0,Persian Gulf University,"Biological Sciences,Mathematics & Statistics,Electrical & Electronic Engineering,Chemistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Chemical Engineering,Computer Science,Economics & Econometrics,Accounting & Finance,Sport Science,General Engineering,Architecture,History, Philosophy & Theology,Agriculture & Forestry,Psychology",False,False,,Reporter,Available,55.0
13910,1201–1500,University of the Philippines,25.5,13910,25.4,978,15.3,1099,38.7,1248,22.8,1410,38.4,1176,Philippines,53676,11.1,0.0,59 : 41,25.0,University of the Philippines,"Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Architecture,Biological Sciences,Business & Management,Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Archaeology,Veterinary Science,Economics & Econometrics,Other Health,Chemical Engineering,Communication & Media Studies,General Engineering,Physics & Astronomy,Psychology,History, Philosophy & Theology,Civil Engineering,Sociology,Medicine & Dentistry,Sport Science,Education,Computer Science,Mathematics & Statistics,Law,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Geography",False,False,,Reporter,Available,59.0
13920,1201–1500,Pirogov Russian National Research Medical University,25.5,13920,44.2,213,13.3,1280,14.5,1779,28.1,1235,22.6,1787,Russian Federation,9613,6.9,4.0,53 : 47,8.0,Pirogov Russian National Research Medical University,"Psychology,Biological Sciences,Medicine & Dentistry,Sociology",False,False,,Reporter,Available,53.0
13930,1201–1500,Polytechnic Institute of Porto,25.5,13930,15.0,1753,11.9,1417,49.6,1028,22.1,1436,31.8,1435,Portugal,19211,16.9,5.0,47 : 53,39.0,Polytechnic Institute of Porto,"Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Computer Science,Communication & Media Studies,General Engineering,Languages, Literature & Linguistics,Sport Science,Chemical Engineering,Education,Business & Management,Accounting & Finance,Art, Performing Arts & Design,Other Health",False,False,,Reporter,Available,47.0
13940,1201–1500,Pontifical Catholic University of Peru,25.5,13940,24.8,1021,9.8,1677,29.7,1456,16.9,1768,45.6,944,Peru,27960,7.3,1.0,47 : 53,35.0,Pontifical Catholic University of Peru,"Mechanical & Aerospace Engineering,Geography,Civil Engineering,Law,Electrical & Electronic Engineering,Sociology,Mathematics & Statistics,Psychology,Architecture,Chemistry,Economics & Econometrics,Archaeology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Chemical Engineering,Education,Computer Science,General Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Communication & Media Studies,Business & Management,History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance",False,False,,Reporter,Available,47.0
13950,1201–1500,Pontifical Catholic University of Valparaíso,25.5,13950,15.8,1712,17.1,965,32.8,1381,38.1,1019,51.1,770,Chile,18104,26.2,1.0,43 : 57,33.0,Pontifical Catholic University of Valparaíso,"Art, Performing Arts & Design,Chemical Engineering,Psychology,History, Philosophy & Theology,Civil Engineering,Business & Management,General Engineering,Biological Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science,Sport Science,Other Health,Chemistry,Education,Electrical & Electronic Engineering,Mathematics & Statistics,Law,Architecture,Geology, Environmental, Earth & Marine Sciences,Sociology,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Physics & Astronomy",False,False,,Reporter,Available,43.0
