university_name,university_name_clean,country_name,country_name_clean,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024,university_id
University of Alberta,university of alberta,Canada,canada,,65.9,50.1,55.5,80.9,99.9,90.7,22.8,27.0,53.0,U0096
University of Adelaide,university of adelaide,Australia,australia,,65.8,42.4,50.6,92.8,95.0,92.9,36.4,31.0,49.0,U1543
University of Göttingen,university of göttingen,Germany,germany,,65.8,50.0,54.8,90.1,70.8,70.7,27.4,14.0,53.0,U0254
Université de Montréal,université de montréal,Canada,canada,,65.8,51.2,54.1,81.7,96.6,87.7,20.5,22.0,53.0,U0159
"University of Maryland, College Park","university of maryland, college park",United States,united states,114.0,65.7,49.4,58.1,92.8,70.2,48.6,17.0,9.0,49.0,U0218
Ghent University,ghent university,Belgium,belgium,115.0,65.6,47.2,59.3,85.3,99.7,65.7,37.6,12.0,57.0,U0169
University of Bern,university of bern,Switzerland,switzerland,,65.4,45.1,47.0,93.3,99.2,87.0,18.2,16.0,59.0,U0161
Michigan State University,michigan state university,United States,united states,,65.4,54.8,52.3,86.2,70.0,71.4,16.1,11.0,52.0,U0152
Texas A&M University,texas a&m university,United States,united states,118.0,65.3,55.2,62.1,77.3,76.4,64.1,20.5,6.0,47.0,U0154
Rice University,rice university,United States,united states,,65.2,56.4,45.6,86.5,73.9,85.8,9.8,26.0,42.0,U0143
University of Vienna,university of vienna,Austria,austria,,65.2,48.7,60.3,77.4,75.9,94.9,37.4,31.0,66.0,U0137
University of Helsinki,university of helsinki,Finland,finland,121.0,65.1,48.1,57.6,90.6,69.2,56.7,15.9,5.0,67.0,U0117
Penn State (Main campus),penn state (main campus),United States,united states,122.0,65.0,53.1,58.7,83.7,70.4,58.4,14.2,15.0,48.0,U1544
University of Basel,university of basel,Switzerland,switzerland,,64.9,50.8,42.9,87.7,99.4,95.4,10.4,31.0,56.0,U0131
University of Massachusetts,university of massachusetts,United States,united states,,64.9,54.0,46.9,87.3,85.6,77.3,13.3,14.0,50.0,U1545
Vrije Universiteit Amsterdam,vrije universiteit amsterdam,Netherlands,netherlands,125.0,64.7,40.4,51.0,93.4,91.5,84.3,19.2,18.0,57.0,U0221
Technical University of Denmark,technical university of denmark,Denmark,denmark,126.0,64.6,50.7,47.4,83.2,99.7,92.2,7.7,28.0,32.0,U0109
University of Oslo,university of oslo,Norway,norway,127.0,64.3,45.6,50.6,92.1,72.3,75.6,12.5,15.0,66.0,U0119
University of Freiburg,university of freiburg,Germany,germany,128.0,64.1,46.7,51.3,86.2,100.0,74.2,34.4,17.0,53.0,U1546
University of Leeds,university of leeds,United Kingdom,united kingdom,129.0,63.9,46.1,49.1,87.3,68.8,94.6,14.4,32.0,59.0,U0083
University of Nottingham,university of nottingham,United Kingdom,united kingdom,,63.8,45.6,45.9,90.6,71.2,92.8,16.0,27.0,54.0,U0108
Tohoku University,tohoku university,Japan,japan,,63.8,67.8,66.4,53.8,99.9,58.5,11.8,12.0,28.0,U0107
University of Florida,university of florida,United States,united states,132.0,63.7,55.5,56.7,78.3,88.9,50.9,16.7,9.0,56.0,U0216
University of Rochester,university of rochester,United States,united states,133.0,63.6,50.8,42.9,88.3,89.0,81.7,7.3,34.0,50.0,U0238
Trinity College Dublin,trinity college dublin,Ireland,ireland,134.0,63.2,44.0,48.4,87.6,76.6,91.4,22.2,34.0,61.0,U1547
Queen Mary University of London,queen mary university of london,United Kingdom,united kingdom,135.0,63.1,37.6,42.6,97.9,73.9,98.1,14.6,45.0,54.0,U0120
University of Hamburg,university of hamburg,Germany,germany,,63.0,44.7,53.3,84.8,98.6,65.7,58.5,13.0,58.0,U1548
Technical University of Berlin,technical university of berlin,Germany,germany,,63.0,47.8,55.6,78.1,99.9,71.3,49.6,29.0,35.0,U1549
University of Colorado Boulder,university of colorado boulder,United States,united states,,62.9,46.5,51.9,88.6,82.8,56.6,16.5,8.0,45.0,U0320
Maastricht University,maastricht university,Netherlands,netherlands,,62.9,41.4,47.1,86.1,98.1,97.4,19.6,57.0,60.0,U0230
Karlsruhe Institute of Technology,karlsruhe institute of technology,Germany,germany,,62.8,49.9,56.8,72.5,99.9,77.6,20.5,25.0,29.0,U1550
Radboud University Nijmegen,radboud university nijmegen,Netherlands,netherlands,,62.8,39.1,51.0,91.3,81.4,77.7,18.2,12.0,57.0,U1551
Uppsala University,uppsala university,Sweden,sweden,,62.8,43.9,55.0,81.3,97.7,74.7,13.3,17.0,60.0,U0103
University of Lausanne,university of lausanne,Switzerland,switzerland,,62.7,41.7,46.3,87.3,99.5,90.4,10.5,23.0,53.0,U0226
The University of Western Australia,the university of western australia,Australia,australia,,62.7,37.7,48.6,88.7,97.2,93.5,22.4,26.0,50.0,U0077
University of Pittsburgh-Pittsburgh campus,university of pittsburgh-pittsburgh campus,United States,united states,,62.5,49.1,46.1,92.4,76.1,50.9,5.4,10.0,56.0,U1552
Sungkyunkwan University (SKKU),sungkyunkwan university (skku),South Korea,south korea,,62.5,55.5,54.2,72.9,98.8,61.3,19.4,19.0,53.0,U1553
University of York,university of york,United Kingdom,united kingdom,147.0,62.4,42.4,44.8,90.8,66.9,93.1,16.1,31.0,56.0,U0184
University of Technology Sydney,university of technology sydney,Australia,australia,148.0,62.3,36.2,43.3,95.9,78.9,94.3,37.4,25.0,50.0,U0088
Pohang University of Science and Technology (POSTECH),pohang university of science and technology (postech),South Korea,south korea,149.0,62.2,58.1,51.5,77.2,100.0,40.0,10.5,5.0,53.0,U0098
University of Auckland,university of auckland,New Zealand,new zealand,,62.0,39.7,45.7,88.3,95.8,89.9,24.4,31.0,57.0,U1554
Sichuan University,sichuan university,China,china,,62.0,59.1,57.3,69.3,93.2,46.1,15.9,5.0,53.0,U0338
University of Barcelona,university of barcelona,Spain,spain,,61.9,42.4,47.3,91.4,83.9,65.2,15.3,11.0,64.0,U1555
National Taiwan University (NTU),national taiwan university (ntu),Taiwan,taiwan,,61.9,57.3,54.8,70.8,99.9,51.2,11.1,13.0,41.0,U0068
Université Paris Cité,université paris cité,France,france,,61.9,47.9,42.7,90.6,68.3,73.2,16.9,18.0,66.0,U0303
University of Arizona,university of arizona,United States,united states,,61.8,48.7,51.3,85.7,84.0,47.0,19.9,7.0,56.0,U1556
University of Bologna,university of bologna,Italy,italy,,61.8,53.0,44.6,86.5,79.4,54.3,24.7,11.0,57.0,U1557
Lancaster University,lancaster university,United Kingdom,united kingdom,,61.8,40.2,40.7,93.9,66.6,96.8,13.9,38.0,51.0,U0141
Huazhong University of Science and Technology,huazhong university of science and technology,China,china,,61.7,48.8,48.1,90.0,96.9,32.9,15.5,4.0,53.0,U0300
University of Waterloo,university of waterloo,Canada,canada,,61.7,42.2,49.3,83.7,78.3,89.3,24.2,23.0,47.0,U0115
University of Cologne,university of cologne,Germany,germany,160.0,61.5,42.9,47.1,85.6,98.8,73.3,28.7,17.0,53.0,U0287
University of Antwerp,university of antwerp,Belgium,belgium,,61.4,38.2,44.4,92.5,98.4,74.7,31.8,17.0,56.0,U0267
Dartmouth College,dartmouth college,United States,united states,,61.4,57.3,40.7,84.7,68.4,60.2,7.4,16.0,49.0,U0243
TU Dresden,tu dresden,Germany,germany,,61.4,46.6,51.1,79.3,99.7,67.9,29.4,17.0,45.0,U1558
Case Western Reserve University,case western reserve university,United States,united states,,61.3,51.7,40.2,88.7,71.4,65.0,8.8,25.0,51.0,U0259
Wuhan University,wuhan university,China,china,,61.3,50.9,45.0,88.5,90.6,41.0,15.0,5.0,53.0,U0195
University of Virginia (Main campus),university of virginia (main campus),United States,united states,166.0,61.1,51.1,40.1,88.9,79.9,60.8,8.9,11.0,54.0,U1559
University of Cape Town,university of cape town,South Africa,south africa,167.0,60.9,38.7,47.0,88.3,78.2,82.9,13.6,13.0,54.0,U0171
Université Catholique de Louvain,université catholique de louvain,Belgium,belgium,,60.8,39.5,49.4,83.1,92.0,83.1,37.3,20.0,54.0,U1560
Eindhoven University of Technology,eindhoven university of technology,Netherlands,netherlands,,60.8,47.4,51.5,71.3,100.0,87.3,21.4,27.0,53.0,U0136
Harbin Institute of Technology,harbin institute of technology,China,china,,60.8,58.8,55.1,70.9,91.2,33.9,10.6,6.0,53.0,U0252
University of Liverpool,university of liverpool,United Kingdom,united kingdom,,60.8,38.4,40.2,93.4,64.9,96.4,14.2,32.0,54.0,U0166
Newcastle University,newcastle university,United Kingdom,united kingdom,,60.8,37.2,41.1,93.8,72.1,91.3,14.8,26.0,53.0,U0129
Scuola Normale Superiore di Pisa,scuola normale superiore di pisa,Italy,italy,,60.8,60.1,42.6,82.9,34.9,59.3,7.4,11.0,29.0,U1561
Durham University,durham university,United Kingdom,united kingdom,174.0,60.6,43.5,44.5,83.5,65.6,95.8,14.0,32.0,54.0,U0089
Osaka University,osaka university,Japan,japan,,60.4,62.5,65.7,50.5,100.0,51.0,10.4,10.0,32.0,U0086
University of Würzburg,university of würzburg,Germany,germany,,60.4,40.3,43.4,90.8,99.6,63.2,38.3,12.0,59.0,U1562
Beijing Normal University,beijing normal university,China,china,,60.2,57.7,45.8,77.5,67.6,52.3,14.4,9.0,53.0,U0271
University of Exeter,university of exeter,United Kingdom,united kingdom,,60.2,33.5,42.5,95.7,52.2,95.5,16.6,28.0,53.0,U1563
University of Ottawa,university of ottawa,Canada,canada,,60.2,39.6,46.5,84.4,80.2,86.9,27.2,26.0,59.0,U0189
Macquarie University,macquarie university,Australia,australia,180.0,60.1,36.7,44.2,87.4,90.9,88.6,51.7,22.0,53.0,U0134
Sapienza University of Rome,sapienza university of rome,Italy,italy,181.0,60.0,53.5,48.1,77.9,85.4,46.5,22.2,9.0,61.0,U0132
Arizona State University (Tempe),arizona state university (tempe),United States,united states,182.0,59.9,40.9,46.2,87.5,71.5,71.7,19.7,14.0,46.0,U1564
University of Geneva,university of geneva,Switzerland,switzerland,183.0,59.8,41.8,38.0,86.7,80.7,97.1,8.4,40.0,62.0,U0155
University of Twente,university of twente,Netherlands,netherlands,184.0,59.7,43.4,46.0,75.1,99.6,93.3,13.9,38.0,37.0,U0233
Stockholm University,stockholm university,Sweden,sweden,,59.6,32.1,49.6,91.0,59.2,81.2,20.3,13.0,53.0,U0128
Tongji University,tongji university,China,china,,59.6,50.0,53.6,69.5,85.4,67.7,11.3,15.0,41.0,U0192
Georgetown University,georgetown university,United States,united states,,59.5,52.6,37.0,85.1,92.2,53.2,10.1,18.0,55.0,U0301
University of Mannheim,university of mannheim,Germany,germany,,59.5,36.5,45.4,90.2,93.6,63.7,57.1,14.0,52.0,U1565
Chalmers University of Technology,chalmers university of technology,Sweden,sweden,189.0,59.4,42.7,46.6,79.4,97.1,74.1,15.4,17.0,32.0,U0139
Cardiff University,cardiff university,United Kingdom,united kingdom,190.0,59.3,35.5,39.6,91.9,70.4,92.5,15.0,27.0,58.0,U0186
Tokyo Institute of Technology,tokyo institute of technology,Japan,japan,,59.2,59.5,63.3,49.4,100.0,60.1,9.6,17.0,16.0,U1566
Tufts University,tufts university,United States,united states,,59.2,51.5,35.0,87.5,71.7,62.8,10.5,16.0,57.0,U0345
University of Erlangen-Nuremberg,university of erlangen-nuremberg,Germany,germany,,59.0,42.6,48.1,79.7,100.0,61.0,41.9,13.0,51.0,U1567
University of Macau,university of macau,Macao,macao,,59.0,38.4,38.1,90.3,61.9,93.7,18.6,41.0,54.0,U0245
University of Münster,university of münster,Germany,germany,,59.0,43.8,47.3,83.7,81.5,53.5,25.1,5.0,53.0,U1568
University of St Andrews,university of st andrews,United Kingdom,united kingdom,,59.0,46.0,42.6,77.7,63.6,95.8,12.4,46.0,58.0,U0104
Ulm University,ulm university,Germany,germany,,59.0,40.6,41.2,87.9,99.6,63.0,26.4,13.0,51.0,U1569
Indiana University,indiana university,United States,united states,198.0,58.9,47.3,38.4,84.9,85.8,64.7,12.3,12.0,54.0,U1570
University of Notre Dame,university of notre dame,United States,united states,,58.7,51.9,42.6,76.1,72.9,69.9,10.9,12.0,47.0,U0318
Queensland University of Technology,queensland university of technology,Australia,australia,,58.7,33.9,42.1,89.5,85.9,82.2,37.9,14.0,54.0,U1571
Ulsan National Institute of Science and Technology (UNIST),ulsan national institute of science and technology (unist),South Korea,south korea,,58.7,47.7,40.8,85.0,94.6,46.5,11.8,9.0,28.0,U0280
Aalborg University,aalborg university,Denmark,denmark,,57.25,33.7,45.0,83.0,80.6,72.4,14.9,12.0,53.0,U0306
Aalto University,aalto university,Finland,finland,,57.25,42.0,43.1,79.7,87.2,81.8,20.4,23.0,39.0,U0113
University of Aberdeen,university of aberdeen,United Kingdom,united kingdom,,57.25,36.4,35.8,81.8,78.9,97.5,15.3,40.0,58.0,U0237
Autonomous University of Barcelona,autonomous university of barcelona,Spain,spain,,57.25,45.1,41.4,84.8,67.6,68.8,13.2,13.0,60.0,U1572
University of Calgary,university of calgary,Canada,canada,,57.25,36.5,41.4,81.7,88.8,85.2,18.8,24.0,54.0,U0199
"University of California, Santa Cruz","university of california, santa cruz",United States,united states,,57.25,34.9,39.8,93.3,73.2,77.9,24.2,12.0,47.0,U0394
Curtin University,curtin university,Australia,australia,,57.25,30.2,36.5,87.5,78.8,94.7,20.8,29.0,53.0,U0174
Friedrich Schiller University Jena,friedrich schiller university jena,Germany,germany,,57.25,43.2,42.0,81.8,79.8,69.3,18.9,14.0,53.0,U1573
George Washington University,george washington university,United States,united states,,57.25,48.2,35.7,86.0,67.3,66.1,13.0,14.0,62.0,U0371
Goethe University Frankfurt,goethe university frankfurt,Germany,germany,,57.25,40.2,38.2,82.4,74.6,70.8,14.5,14.0,59.0,U1574
University of Gothenburg,university of gothenburg,Sweden,sweden,,57.25,34.0,43.4,90.2,75.4,65.7,11.9,13.0,53.0,U0194
University of Hawai’i at Mānoa,university of hawai’i at mānoa,United States,united states,,57.25,42.0,42.5,75.8,68.3,77.3,11.3,10.0,57.0,U1575
University of Illinois Chicago,university of illinois chicago,United States,united states,,57.25,50.3,33.9,80.0,76.7,61.0,11.4,18.0,54.0,U1576
Indian Institute of Science,indian institute of science,India,india,,57.25,62.9,57.8,53.9,96.0,31.1,9.6,1.0,27.0,U0211
University of Iowa,university of iowa,United States,united states,,57.25,46.1,37.0,79.9,88.6,55.8,10.9,6.0,55.0,U0598
King Fahd University of Petroleum and Minerals,king fahd university of petroleum and minerals,Saudi Arabia,saudi arabia,,57.25,37.6,38.7,86.3,90.9,84.8,8.5,15.0,8.0,U1577
Korea University,korea university,South Korea,south korea,,57.25,48.6,46.6,72.0,99.7,62.5,16.3,31.0,53.0,U0067
University of Leicester,university of leicester,United Kingdom,united kingdom,,57.25,33.4,34.2,95.5,67.9,95.1,13.9,31.0,54.0,U0288
Université Libre de Bruxelles,université libre de bruxelles,Belgium,belgium,,57.25,35.8,45.0,83.5,76.4,89.6,51.7,30.0,58.0,U1578
University of Luxembourg,university of luxembourg,Luxembourg,luxembourg,,57.25,39.6,39.4,78.1,63.0,93.2,21.3,49.0,53.0,U0357
Medical University of Graz,medical university of graz,Austria,austria,,57.25,32.0,33.5,91.6,94.9,81.9,15.5,29.0,54.0,U1579
Medical University of Vienna,medical university of vienna,Austria,austria,,57.25,40.0,28.7,93.5,94.1,81.7,8.4,30.0,54.0,U1580
University of Miami,university of miami,United States,united states,,57.25,48.5,34.7,83.2,80.4,67.5,10.4,14.0,54.0,U0324
Moscow Institute of Physics and Technology (MIPT),moscow institute of physics and technology (mipt),Russian Federation,russian federation,,57.25,63.5,48.8,55.1,68.6,72.7,11.6,21.0,53.0,U1581
Nagoya University,nagoya university,Japan,japan,,57.25,55.3,55.7,54.3,99.5,41.9,13.0,12.0,30.0,U0153
University of Newcastle,university of newcastle,Australia,australia,,57.25,33.8,38.8,85.5,76.5,83.4,31.3,16.0,57.0,U1582
"Northeastern University, US","northeastern university, us",United States,united states,,57.25,40.2,33.6,93.3,68.9,83.3,14.1,32.0,49.0,U1583
University of Padua,university of padua,Italy,italy,,57.25,46.1,38.5,84.1,77.1,53.1,26.5,7.0,56.0,U1584
Politecnico di Milano,politecnico di milano,Italy,italy,,57.25,42.9,49.7,71.9,95.3,65.3,25.7,19.0,35.0,U0111
Pompeu Fabra University,pompeu fabra university,Spain,spain,,57.25,35.9,38.3,90.5,78.4,74.7,22.7,13.0,61.0,U1585
University of Potsdam,university of potsdam,Germany,germany,,57.25,37.3,44.7,80.4,91.0,68.5,38.1,16.0,57.0,U1586
Queen’s University Belfast,queen’s university belfast,United Kingdom,united kingdom,,57.25,34.0,38.0,88.7,65.0,98.4,17.2,41.0,57.0,U1587
University of Reading,university of reading,United Kingdom,united kingdom,,57.25,37.5,40.6,84.1,70.8,95.5,16.6,31.0,55.0,U0172
Rutgers University – New Brunswick,rutgers university – new brunswick,United States,united states,,57.25,46.4,37.2,78.4,80.1,63.7,11.2,17.0,53.0,U1588
Sant’Anna School of Advanced Studies – Pisa,sant’anna school of advanced studies – pisa,Italy,italy,,57.25,50.4,39.0,80.1,90.3,60.8,7.4,20.0,37.0,U1589
University of São Paulo,university of são paulo,Brazil,brazil,,57.25,59.8,60.7,57.3,68.2,42.5,13.9,2.0,47.0,U1590
Southern University of Science and Technology (SUSTech),southern university of science and technology (sustech),China,china,,57.25,32.9,40.8,92.8,60.3,69.3,9.0,1.0,53.0,U1591
Sun Yat-sen University,sun yat-sen university,China,china,,57.25,46.6,39.5,83.2,86.2,39.1,15.2,5.0,48.0,U0331
University of Sussex,university of sussex,United Kingdom,united kingdom,,57.25,29.7,35.6,92.7,66.1,95.4,17.3,34.0,55.0,U0247
Swinburne University of Technology,swinburne university of technology,Australia,australia,,57.25,31.7,34.0,91.3,75.4,85.6,28.5,24.0,42.0,U0291
Tel Aviv University,tel aviv university,Israel,israel,,57.25,40.7,49.7,83.0,76.2,52.9,24.2,5.0,57.0,U0209
Tianjin University,tianjin university,China,china,,57.25,46.1,47.6,71.4,93.5,55.3,8.9,13.0,53.0,U0269
Tilburg University,tilburg university,Netherlands,netherlands,,57.25,32.8,44.9,80.1,82.6,84.5,32.2,21.0,51.0,U0347
University College Dublin,university college dublin,Ireland,ireland,,57.25,34.3,41.3,84.0,75.1,88.1,20.7,25.0,53.0,U0127
University of Utah,university of utah,United States,united states,,57.25,43.5,38.5,87.0,83.5,40.9,13.3,8.0,50.0,U0534
Vrije Universiteit Brussel,vrije universiteit brussel,Belgium,belgium,,57.25,37.8,42.6,80.9,92.4,78.5,35.1,23.0,58.0,U1592
Western University,western university,Canada,canada,,57.25,40.2,42.9,75.2,99.6,87.5,33.0,24.0,56.0,U0121
University of Wollongong,university of wollongong,Australia,australia,,57.25,36.8,39.3,84.0,91.4,91.7,26.1,22.0,55.0,U0168
Abu Dhabi University,abu dhabi university,United Arab Emirates,united arab emirates,,54.45,40.8,30.0,85.8,25.5,97.8,10.9,60.0,51.0,U0332
University of Bath,university of bath,United Kingdom,united kingdom,,54.45,34.7,35.1,80.5,65.3,95.0,15.8,31.0,45.0,U0151
Beijing Institute of Technology,beijing institute of technology,China,china,,54.45,45.1,44.0,74.7,82.1,36.8,13.4,8.0,53.0,U0302
University of Bergen,university of bergen,Norway,norway,,54.45,36.7,33.9,84.2,69.4,76.3,13.0,11.0,61.0,U0292
Boston College,boston college,United States,united states,,54.45,43.5,30.5,84.6,60.7,57.8,14.9,10.0,55.0,U0635
Brandeis University,brandeis university,United States,united states,,54.45,36.7,28.3,84.6,64.2,81.4,11.6,33.0,59.0,U0724
"University of California, Riverside","university of california, riverside",United States,united states,,54.45,35.9,35.4,85.7,70.6,77.0,19.6,14.0,53.0,U0500
Deakin University,deakin university,Australia,australia,,54.45,28.3,34.6,91.4,72.2,85.7,32.7,18.0,60.0,U0197
University of East Anglia,university of east anglia,United Kingdom,united kingdom,,54.45,31.1,32.0,90.9,51.6,88.7,14.3,21.0,57.0,U1593
École Normale Supérieure de Lyon,école normale supérieure de lyon,France,france,,54.45,58.5,46.8,53.9,78.5,68.0,7.9,11.0,43.0,U0187
Florida State University,florida state university,United States,united states,,54.45,38.2,38.6,79.4,68.2,58.8,24.6,6.0,58.0,U0573
Griffith University,griffith university,Australia,australia,,54.45,30.5,37.8,82.7,74.6,81.8,31.6,15.0,60.0,U0255
Heinrich Heine University Düsseldorf,heinrich heine university düsseldorf,Germany,germany,,54.45,36.7,34.5,82.3,82.2,66.8,30.1,13.0,58.0,U1594
University of Hohenheim,university of hohenheim,Germany,germany,,54.45,35.0,35.5,85.7,80.5,61.7,37.7,14.0,57.0,U0611
Humanitas University,humanitas university,Italy,italy,,54.45,32.3,27.9,98.0,62.8,67.1,17.9,18.0,59.0,U1595
Johannes Gutenberg University of Mainz,johannes gutenberg university of mainz,Germany,germany,,54.45,39.5,32.6,82.3,89.0,66.0,24.1,11.0,59.0,U1596
Khalifa University,khalifa university,United Arab Emirates,united arab emirates,,54.45,31.7,35.9,78.4,95.6,97.4,9.3,41.0,58.0,U1597
King Abdulaziz University,king abdulaziz university,Saudi Arabia,saudi arabia,,54.45,37.8,28.6,90.7,46.1,75.4,13.9,3.0,50.0,U1598
University of Konstanz,university of konstanz,Germany,germany,,54.45,39.8,44.4,71.5,97.4,76.4,34.5,11.0,58.0,U1599
Kyung Hee University,kyung hee university,South Korea,south korea,,54.45,40.3,40.0,71.0,95.9,71.5,17.6,30.0,56.0,U0328
Lappeenranta-Lahti University of Technology LUT,lappeenranta-lahti university of technology lut,Finland,finland,,54.45,33.4,36.7,91.7,65.1,64.2,31.6,14.0,34.0,U0337
La Trobe University,la trobe university,Australia,australia,,54.45,28.9,35.4,88.1,73.8,88.2,28.2,29.0,63.0,U0217
Université Laval,université laval,Canada,canada,,54.45,40.7,38.7,73.7,94.2,76.2,17.9,16.0,58.0,U0424
Linköping University,linköping university,Sweden,sweden,,54.45,28.3,41.3,86.4,92.8,70.7,14.9,15.0,54.0,U0304
Loughborough University,loughborough university,United Kingdom,united kingdom,,54.45,36.5,34.4,77.4,70.2,91.5,13.9,25.0,40.0,U0225
Macau University of Science and Technology,macau university of science and technology,Macao,macao,,54.45,33.1,34.2,78.9,65.0,94.7,41.8,92.0,57.0,U0464
University of Malaya,university of malaya,Malaysia,malaysia,,54.45,43.4,35.4,72.6,52.5,84.7,10.2,22.0,55.0,U1600
Medical University of Innsbruck,medical university of innsbruck,Austria,austria,,54.45,33.2,29.3,89.6,98.6,88.3,12.9,44.0,55.0,U1601
Nankai University,nankai university,China,china,,54.45,48.8,31.4,85.3,66.5,49.3,11.7,7.0,53.0,U0377
North Carolina State University,north carolina state university,United States,united states,,54.45,46.0,41.4,73.3,79.1,61.8,15.9,11.0,49.0,U0311
University of Oulu,university of oulu,Finland,finland,,54.45,33.1,38.2,84.1,66.0,59.5,20.8,8.0,55.0,U0346
Qatar University,qatar university,Qatar,qatar,,54.45,31.3,35.6,83.4,61.8,96.0,8.4,36.0,77.0,U0122
Queen’s University,queen’s university,Canada,canada,,54.45,37.5,38.0,72.3,94.0,76.0,25.9,16.0,58.0,U1602
RCSI University of Medicine and Health Sciences,rcsi university of medicine and health sciences,Ireland,ireland,,54.45,32.3,36.6,81.7,76.9,91.6,23.9,67.0,53.0,U1603
RMIT University,rmit university,Australia,australia,,54.45,35.5,36.2,83.2,73.2,92.8,24.0,34.0,48.0,U0123
Ruhr University Bochum,ruhr university bochum,Germany,germany,,54.45,39.8,46.7,72.2,85.9,60.0,46.7,16.0,50.0,U1604
Sejong University,sejong university,South Korea,south korea,,54.45,31.4,34.5,94.0,73.8,68.6,18.9,15.0,51.0,U0398
Semmelweis University,semmelweis university,Hungary,hungary,,54.45,45.2,27.8,76.9,66.4,79.9,12.8,37.0,69.0,U1605
Simon Fraser University,simon fraser university,Canada,canada,,54.45,28.7,36.7,84.2,83.1,92.9,26.8,31.0,54.0,U0319
South China University of Technology,south china university of technology,China,china,,54.45,36.6,38.2,83.2,92.8,44.0,12.6,6.0,38.0,U0385
University of Southern Denmark,university of southern denmark,Denmark,denmark,,54.45,29.8,33.5,89.1,91.5,76.9,9.9,13.0,52.0,U1606
University of South Florida,university of south florida,United States,united states,,54.45,31.7,36.4,87.6,99.9,66.7,19.0,13.0,53.0,U0631
Stony Brook University,stony brook university,United States,united states,,54.45,43.6,29.7,81.4,66.5,78.8,10.5,19.0,54.0,U1607
University of Stuttgart,university of stuttgart,Germany,germany,,54.45,44.8,49.5,63.1,99.6,58.9,25.3,20.0,34.0,U1608
University of Surrey,university of surrey,United Kingdom,united kingdom,,54.45,31.3,34.5,88.0,73.0,96.8,16.3,33.0,54.0,U0290
Università della Svizzera italiana,università della svizzera italiana,Switzerland,switzerland,,54.45,34.8,26.4,84.0,88.3,98.5,14.0,67.0,46.0,U1609
Swansea University,swansea university,United Kingdom,united kingdom,,54.45,27.6,30.2,89.7,62.8,89.5,16.8,21.0,47.0,U0299
University of Tasmania,university of tasmania,Australia,australia,,54.45,31.6,38.4,82.0,70.5,90.9,22.5,31.0,60.0,U0294
Technical University of Darmstadt,technical university of darmstadt,Germany,germany,,54.45,42.4,48.1,62.6,99.8,65.4,37.0,19.0,33.0,U0242
TU Wien,tu wien,Austria,austria,,54.45,43.8,44.1,57.6,96.2,86.7,19.0,31.0,32.0,U1610
Virginia Polytechnic Institute and State University,virginia polytechnic institute and state university,United States,united states,,54.45,42.5,39.4,78.8,76.7,65.4,18.6,13.0,44.0,U0391
Vita-Salute San Raffaele University,vita-salute san raffaele university,Italy,italy,,54.45,34.6,26.9,98.3,66.8,49.8,13.9,5.0,62.0,U1611
Xi’an Jiaotong University,xi’an jiaotong university,China,china,,54.45,46.9,48.0,70.0,98.3,37.8,14.7,7.0,35.0,U1612
Beihang University,beihang university,China,china,,52.05,42.9,43.5,68.6,94.7,34.5,12.3,4.0,53.0,U1613
"Birkbeck, University of London","birkbeck, university of london",United Kingdom,united kingdom,,52.05,34.7,29.7,78.0,63.5,92.4,12.5,41.0,57.0,U0408
University of Bremen,university of bremen,Germany,germany,,52.05,39.8,39.0,68.8,67.2,65.0,19.5,13.0,53.0,U1614
University at Buffalo,university at buffalo,United States,united states,,52.05,39.9,34.1,76.1,74.8,71.4,17.2,12.0,46.0,U1615
Università Cattolica del Sacro Cuore,università cattolica del sacro cuore,Italy,italy,,52.05,35.2,30.0,89.4,74.5,52.3,39.1,7.0,71.0,U0444
"China Medical University, Taiwan","china medical university, taiwan",Taiwan,taiwan,,52.05,27.3,32.8,92.4,89.9,49.7,14.7,7.0,57.0,U1616
Copenhagen Business School,copenhagen business school,Denmark,denmark,,52.05,21.1,32.3,92.1,43.8,91.5,27.5,23.0,48.0,U1617
Dalhousie University,dalhousie university,Canada,canada,,52.05,30.8,31.6,78.9,71.7,89.1,14.7,27.0,54.0,U0275
Drexel University,drexel university,United States,united states,,52.05,44.1,26.0,79.6,75.6,62.2,11.0,15.0,51.0,U0727
University of Dundee,university of dundee,United Kingdom,united kingdom,,52.05,26.7,32.1,84.9,83.0,91.1,18.1,25.0,65.0,U0418
East China Normal University,east china normal university,China,china,,52.05,42.7,35.1,76.3,66.3,56.4,14.1,8.0,64.0,U0503
University of Essex,university of essex,United Kingdom,united kingdom,,52.05,30.0,31.8,81.0,57.7,97.4,16.0,41.0,54.0,U1618
Flinders University,flinders university,Australia,australia,,52.05,29.2,35.4,78.4,71.0,88.9,29.4,33.0,66.0,U0336
University of Galway,university of galway,Ireland,ireland,,52.05,32.9,33.8,76.7,83.0,77.6,26.1,16.0,59.0,U0274
Université Grenoble Alpes,université grenoble alpes,France,france,,52.05,42.2,37.9,66.9,69.1,71.6,18.4,17.0,53.0,U0334
Hanyang University,hanyang university,South Korea,south korea,,52.05,45.4,40.4,62.0,99.4,66.5,13.2,21.0,53.0,U0162
