university_rank,name_of_university,location,no_of_student,no_of_student_per_staff,international_student,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,university_name_clean,country_clean,rank_numeric,rank_is_banded
1201–1500,University of La Frontera,Chile,11053.0,22.0,1.0,50 : 50,,16.0,12.9,28.8,37.1,49.7,university of la frontera,chile,1350.5,True
1201–1500,Fujian Normal University,China,31697.0,14.2,2.0,,,17.3,10.5,43.9,39.3,23.5,fujian normal university,china,1350.5,True
1201–1500,Université de Gabès,Tunisia,13152.0,12.8,1.0,75 : 25,,18.1,9.3,25.7,36.9,42.1,université de gabès,tunisia,1350.5,True
1201–1500,Universitas Gadjah Mada,Indonesia,38089.0,8.1,4.0,55 : 45,,25.6,17.3,11.3,71.7,36.2,universitas gadjah mada,indonesia,1350.5,True
1201–1500,Gazi University,Turkey,41358.0,20.6,3.0,50 : 50,,27.5,16.2,23.0,92.7,18.9,gazi university,turkey,1350.5,True
1201–1500,University of Gdańsk,Poland,19970.0,23.9,2.0,67 : 33,,18.4,15.5,19.1,38.0,34.7,university of gdańsk,poland,1350.5,True
1201–1500,Gdańsk University of Technology,Poland,14816.0,19.9,5.0,38 : 62,,17.7,15.1,33.3,45.0,29.9,gdańsk university of technology,poland,1350.5,True
1201–1500,Gebze Technical University,Turkey,8403.0,22.7,2.0,43 : 57,,20.5,14.4,22.1,44.1,25.5,gebze technical university,turkey,1350.5,True
1201–1500,Georgia Southern University,United States,22885.0,18.8,3.0,59 : 41,,21.9,11.4,33.9,39.4,28.0,georgia southern university,united states,1350.5,True
1201–1500,German University in Cairo,Egypt,11937.0,14.9,1.0,44 : 56,,15.0,8.8,38.4,36.9,43.0,german university in cairo,egypt,1350.5,True
1201–1500,Gifu University,Japan,7216.0,7.5,5.0,38 : 62,,25.7,13.0,17.2,42.1,26.1,gifu university,japan,1350.5,True
1201–1500,Government College University Lahore,Pakistan,11276.0,19.4,0.0,42 : 58,,17.5,11.5,21.0,37.3,43.7,government college university lahore,pakistan,1350.5,True
1201–1500,Grand Valley State University,United States,20972.0,15.3,1.0,61 : 39,,26.7,9.0,19.2,37.0,30.6,grand valley state university,united states,1350.5,True
1201–1500,Gunma University,Japan,6300.0,7.7,5.0,38 : 62,,24.2,13.0,17.1,40.7,23.5,gunma university,japan,1350.5,True
1201–1500,Gyeongsang National University,,12996.0,12.3,3.0,47 : 53,,20.8,17.0,21.2,40.9,26.4,gyeongsang national university,,1350.5,True
1201–1500,Hallym University,South Korea,7947.0,9.4,4.0,,,19.8,18.7,18.4,45.1,21.4,hallym university,south korea,1350.5,True
1201–1500,Harbin Engineering University,China,29861.0,18.7,3.0,23 : 77,,24.6,23.2,18.6,79.3,21.7,harbin engineering university,china,1350.5,True
1201–1500,Hasanuddin University,Indonesia,33601.0,14.6,1.0,60 : 40,,18.4,10.9,25.5,44.5,26.4,hasanuddin university,indonesia,1350.5,True
1201–1500,The Hashemite University,,16647.0,27.9,7.0,61 : 39,,14.3,13.5,23.7,42.8,54.5,the hashemite university,,1350.5,True
1201–1500,Université Hassan II de Casablanca,Morocco,124623.0,36.0,2.0,52 : 48,,19.4,8.6,30.3,38.6,24.6,université hassan ii de casablanca,morocco,1350.5,True
1201–1500,Université Polytechnique Hauts-de-France,France,13633.0,21.2,13.0,46 : 54,,15.4,8.1,32.6,37.7,76.2,université polytechnique hautsdefrance,france,1350.5,True
1201–1500,Helwan University,Egypt,127379.0,19.3,2.0,53 : 47,,15.5,8.3,31.1,37.3,39.7,helwan university,egypt,1350.5,True
1201–1500,Hosei University,Japan,30300.0,39.2,4.0,38 : 62,,16.7,10.0,27.8,38.3,31.8,hosei university,japan,1350.5,True
1201–1500,University of Hradec Králové,Czech Republic,6390.0,12.3,3.0,65 : 35,,17.0,13.6,30.0,39.3,57.6,university of hradec králové,czechia,1350.5,True
1201–1500,Hungarian University of Agriculture and Life Sciences,Hungary,10474.0,10.5,14.0,53 : 47,,21.1,13.3,21.0,37.7,56.2,hungarian university of agriculture and life sciences,hungary,1350.5,True
1201–1500,University of Ilorin,Nigeria,40901.0,34.8,1.0,48 : 52,,19.8,10.7,35.8,36.9,33.5,university of ilorin,nigeria,1350.5,True
1201–1500,Incheon National University,South Korea,13210.0,17.3,3.0,,,17.9,14.6,25.2,38.6,29.8,incheon national university,south korea,1350.5,True
1201–1500,Indian Institute of Science Education and Research Bhopal,India,1724.0,14.1,0.0,32 : 68,,27.8,15.8,19.2,36.9,20.2,indian institute of science education and research bhopal,india,1350.5,True
1201–1500,International Hellenic University,Greece,45009.0,49.0,1.0,54 : 46,,11.7,10.8,34.4,37.3,31.2,international hellenic university,greece,1350.5,True
1201–1500,IPB University,Indonesia,23580.0,6.7,3.0,58 : 42,,26.1,9.7,17.6,53.1,40.4,ipb university,indonesia,1350.5,True
1201–1500,University of Isfahan,Iran,16756.0,24.7,4.0,61 : 39,,30.6,17.2,21.9,38.5,27.9,university of isfahan,iran,1350.5,True
1201–1500,Istanbul Medipol University,,24332.0,20.4,11.0,65 : 35,,14.1,9.5,28.2,38.0,34.8,istanbul medipol university,,1350.5,True
1201–1500,Ivan Franko National University of Lviv,Ukraine,18357.0,10.0,1.0,65 : 35,,20.6,9.5,4.2,37.6,30.9,ivan franko national university of lviv,ukraine,1350.5,True
1201–1500,Jawaharlal Nehru Technological University Anantapur (JNTUA),India,5683.0,16.1,0.0,38 : 62,,26.0,12.3,34.1,37.3,16.0,jawaharlal nehru technological university anantapur,india,1350.5,True
1201–1500,Jeju National University,,11741.0,17.6,4.0,52 : 48,,19.3,15.6,22.4,40.0,23.0,jeju national university,,1350.5,True
1201–1500,Jianghan University,China,19522.0,15.5,2.0,55 : 45,,15.2,11.5,40.4,44.4,20.5,jianghan university,china,1350.5,True
1201–1500,Kagawa University,Japan,6369.0,9.9,2.0,42 : 58,,20.3,12.2,20.8,42.3,28.9,kagawa university,japan,1350.5,True
1201–1500,Kanazawa Medical University,Japan,1090.0,2.2,2.0,54 : 46,,25.7,8.9,18.8,37.9,19.5,kanazawa medical university,japan,1350.5,True
1201–1500,Kangwon National University,,22104.0,22.0,3.0,41 : 59,,20.3,19.4,19.1,39.9,23.1,kangwon national university,,1350.5,True
1201–1500,Karabük University,Turkey,47263.0,41.8,22.0,39 : 61,,13.1,8.8,37.2,37.2,42.6,karabük university,turkey,1350.5,True
1201–1500,Kaunas University of Technology,Lithuania,8361.0,14.2,8.0,34 : 66,,18.2,15.9,21.3,43.8,44.3,kaunas university of technology,lithuania,1350.5,True
1201–1500,Kharazmi University,Iran,12607.0,19.0,4.0,54 : 46,,31.3,14.1,19.4,38.0,24.6,kharazmi university,iran,1350.5,True
1201–1500,Khon Kaen University,Thailand,34434.0,18.1,2.0,59 : 41,,22.1,14.4,19.2,49.5,32.2,khon kaen university,thailand,1350.5,True
1201–1500,Khulna University of Engineering and Technology (KUET),Bangladesh,5562.0,15.0,0.0,23 : 77,,14.3,9.2,45.7,37.0,24.3,khulna university of engineering and technology,bangladesh,1350.5,True
1201–1500,King Mongkut's University of Technology North Bangkok,Thailand,27055.0,22.8,0.0,43 : 57,,16.6,10.3,31.5,39.1,23.0,king mongkuts university of technology north bangkok,thailand,1350.5,True
1201–1500,Kitasato University,Japan,8605.0,5.2,1.0,54 : 46,,23.9,10.1,20.3,41.3,17.9,kitasato university,japan,1350.5,True
1201–1500,Kochi University of Technology,Japan,2593.0,20.3,2.0,25 : 75,,25.2,14.3,10.1,42.0,33.7,kochi university of technology,japan,1350.5,True
1201–1500,Universiti Kuala Lumpur,Malaysia,15858.0,12.3,3.0,41 : 59,,17.2,9.0,24.1,40.1,38.3,universiti kuala lumpur,malaysia,1350.5,True
1201–1500,Kyushu Institute of Technology (Kyutech),Japan,5646.0,16.0,5.0,14 : 86,,20.2,14.1,25.1,53.5,36.2,kyushu institute of technology,japan,1350.5,True
1201–1500,Lahore College for Women University (LCWU),Pakistan,10457.0,17.7,0.0,100 : 0,,22.8,8.8,27.5,36.9,28.7,lahore college for women university,pakistan,1350.5,True
1201–1500,University of Lethbridge,Canada,7172.0,13.3,11.0,,,17.0,13.7,20.5,37.0,57.1,university of lethbridge,canada,1350.5,True
1201–1500,L.N. Gumilyov Eurasian National University,Kazakhstan,19358.0,14.1,4.0,57 : 43,,18.1,10.9,24.4,37.0,53.3,ln gumilyov eurasian national university,kazakhstan,1350.5,True
1201–1500,Londrina State University,Brazil,21180.0,11.2,1.0,58 : 42,,23.1,14.9,15.9,45.5,21.1,londrina state university,brazil,1350.5,True
1201–1500,University of Lucknow,India,17291.0,39.2,0.0,50 : 50,,30.3,10.3,20.7,37.4,18.1,university of lucknow,india,1350.5,True
1201–1500,"Lumière University, Lyon 2",France,25186.0,47.2,18.0,68 : 32,,22.4,18.4,8.7,37.3,61.0,lumière university lyon 2,france,1350.5,True
1201–1500,University of Malaga,Spain,35888.0,13.8,6.0,54 : 46,,17.2,14.6,30.8,39.8,39.1,university of malaga,spain,1350.5,True
1201–1500,Universiti Malaysia Kelantan,Malaysia,8787.0,20.1,3.0,71 : 29,,14.7,11.6,23.9,39.4,33.5,universiti malaysia kelantan,malaysia,1350.5,True
1201–1500,Universiti Malaysia Sarawak (UNIMAS),,13956.0,17.9,7.0,73 : 27,,22.9,11.8,16.2,37.9,45.7,universiti malaysia sarawak,,1350.5,True
1201–1500,University of Maribor,Slovenia,12403.0,14.3,10.0,53 : 47,,17.2,17.4,28.3,42.5,43.5,university of maribor,slovenia,1350.5,True
1201–1500,Marmara University,Turkey,62414.0,30.6,6.0,51 : 49,,18.3,10.0,24.1,40.4,26.3,marmara university,turkey,1350.5,True
1201–1500,Mendel University in Brno,Czech Republic,8886.0,16.5,20.0,57 : 43,,19.0,17.6,18.1,37.7,55.7,mendel university in brno,czechia,1350.5,True
1201–1500,Metropolitan Autonomous University,Mexico,59709.0,21.1,1.0,50 : 50,,17.3,17.5,31.6,38.1,25.8,metropolitan autonomous university,mexico,1350.5,True
1201–1500,Mie University,Japan,7125.0,8.4,4.0,38 : 62,,22.4,12.7,19.0,44.9,23.8,mie university,japan,1350.5,True
1201–1500,Ming Chi University of Technology,Taiwan,4514.0,19.5,2.0,26 : 74,,16.4,19.8,29.4,53.3,25.6,ming chi university of technology,taiwan,1350.5,True
1201–1500,Mohammed V University of Rabat,Morocco,88644.0,43.3,3.0,52 : 48,,30.4,13.3,17.4,45.4,27.9,mohammed v university of rabat,morocco,1350.5,True
1201–1500,University of Monastir,Tunisia,19203.0,9.6,2.0,70 : 30,,19.6,10.0,26.5,36.9,45.1,university of monastir,tunisia,1350.5,True
1201–1500,Multimedia University,Malaysia,7116.0,10.6,11.0,51 : 49,,19.5,10.7,25.6,38.5,42.1,multimedia university,malaysia,1350.5,True
1201–1500,University of Mumbai,India,13330.0,23.5,1.0,51 : 49,,29.6,19.9,16.1,38.0,16.7,university of mumbai,india,1350.5,True
1201–1500,University of Mysore,India,7970.0,21.4,10.0,42 : 58,,31.3,8.6,20.8,37.3,34.5,university of mysore,india,1350.5,True
1201–1500,Nagaoka University of Technology,Japan,2189.0,11.1,12.0,10 : 90,,25.0,15.7,9.1,47.3,36.5,nagaoka university of technology,japan,1350.5,True
1201–1500,Nagasaki University,Japan,8869.0,6.7,6.0,39 : 61,,24.2,13.0,22.1,43.9,36.1,nagasaki university,japan,1350.5,True
1201–1500,Nagoya City University,Japan,4514.0,7.5,4.0,48 : 52,,24.5,15.8,24.1,51.2,21.7,nagoya city university,japan,1350.5,True
1201–1500,National Chengchi University,Taiwan,12489.0,14.8,13.0,57 : 43,,23.9,28.3,11.0,44.4,47.6,national chengchi university,taiwan,1350.5,True
1201–1500,National Chin-Yi University of Technology,Taiwan,7294.0,23.2,5.0,30 : 70,,15.2,23.6,13.6,46.4,24.1,national chinyi university of technology,taiwan,1350.5,True
1201–1500,National Chung Cheng University,,8650.0,15.4,4.0,44 : 56,,20.4,18.7,13.3,43.2,24.9,national chung cheng university,,1350.5,True
1201–1500,National Chung Hsing University,Taiwan,15150.0,16.8,7.0,41 : 59,,21.5,21.0,17.2,51.3,31.8,national chung hsing university,taiwan,1350.5,True
1201–1500,National University of Distance Education (UNED),Spain,66141.0,56.9,5.0,54 : 46,,17.8,18.5,21.9,38.2,29.5,national university of distance education,spain,1350.5,True
1201–1500,National Dong Hwa University,,10008.0,17.8,8.0,52 : 48,,17.3,21.7,22.9,40.9,45.7,national dong hwa university,,1350.5,True
1201–1500,National University of San Martín,Argentina,16276.0,16.1,5.0,60 : 40,,18.2,10.4,28.6,37.6,40.8,national university of san martín,argentina,1350.5,True
1201–1500,National Technical University Kharkiv Polytechnic Institute,Ukraine,11413.0,7.9,13.0,32 : 68,,20.8,9.1,15.8,38.2,30.0,national technical university kharkiv polytechnic institute,ukraine,1350.5,True
1201–1500,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,21170.0,8.0,3.0,30 : 70,,21.2,10.0,27.8,37.7,21.2,national technical university of ukraine igor sikorsky kyiv polytechnic institute,ukraine,1350.5,True
1201–1500,Nicolaus Copernicus University in Toruń,Poland,19684.0,13.0,4.0,67 : 33,,19.3,19.0,30.3,38.3,30.5,nicolaus copernicus university in toruń,poland,1350.5,True
1201–1500,University of Nigeria Nsukka,Nigeria,43108.0,11.4,1.0,46 : 54,,25.0,10.2,32.2,37.6,30.0,university of nigeria nsukka,nigeria,1350.5,True
1201–1500,Slovak University of Agriculture in Nitra,Slovakia,4870.0,11.3,3.0,52 : 48,,19.8,12.5,20.4,38.3,48.3,slovak university of agriculture in nitra,slovakia,1350.5,True
1201–1500,University of North Carolina Wilmington,United States,15940.0,19.1,2.0,64 : 36,,18.5,8.1,32.4,37.3,30.0,university of north carolina wilmington,united states,1350.5,True
1201–1500,North China Electric Power University,China,37861.0,19.1,3.0,36 : 64,,18.5,19.9,29.3,66.8,18.7,north china electric power university,china,1350.5,True
1201–1500,"University of the North, Colombia",Colombia,13991.0,19.0,1.0,51 : 49,,17.3,12.5,21.1,39.8,51.6,university of the north colombia,colombia,1350.5,True
1201–1500,Obafemi Awolowo University,Nigeria,29939.0,23.3,0.0,41 : 59,,19.6,12.3,26.1,36.9,33.9,obafemi awolowo university,nigeria,1350.5,True
1201–1500,Oles Honchar Dnipro National University,Ukraine,9522.0,12.1,1.0,60 : 40,,17.3,8.6,3.9,37.2,20.9,oles honchar dnipro national university,ukraine,1350.5,True
1201–1500,Opole University of Technology,Poland,5604.0,14.5,7.0,33 : 67,,16.2,13.0,24.9,37.8,29.3,opole university of technology,poland,1350.5,True
1201–1500,Oran 1 University,Algeria,25775.0,19.2,1.0,66 : 34,,30.4,8.3,22.2,37.6,39.5,oran 1 university,algeria,1350.5,True
1201–1500,Osaka Metropolitan University,Japan,15827.0,11.5,5.0,37 : 63,,23.7,17.0,17.8,47.3,24.2,osaka metropolitan university,japan,1350.5,True
1201–1500,Osmania University,India,10814.0,23.7,3.0,32 : 68,,32.4,13.9,16.8,40.7,18.1,osmania university,india,1350.5,True
1201–1500,University of Ostrava,Czech Republic,8492.0,16.4,11.0,69 : 31,,18.5,15.1,16.2,37.1,46.0,university of ostrava,czechia,1350.5,True
1201–1500,University of Pannonia,Hungary,5351.0,17.3,6.0,49 : 51,,18.0,14.6,17.5,39.1,39.5,university of pannonia,hungary,1350.5,True
1201–1500,Paris Nanterre University,France,34972.0,37.4,17.0,63 : 37,,24.8,21.0,14.0,37.1,55.1,paris nanterre university,france,1350.5,True
1201–1500,University of Pau and Pays de l’Adour,France,14186.0,14.5,14.0,52 : 48,,18.5,11.3,23.9,41.6,71.6,university of pau and pays de ladour,france,1350.5,True
1201–1500,Universitas Pendidikan Indonesia,Indonesia,32320.0,20.1,1.0,64 : 36,,20.0,10.7,26.0,37.4,18.4,universitas pendidikan indonesia,indonesia,1350.5,True
1201–1500,Persian Gulf University,Iran,5070.0,21.3,3.0,55 : 45,,15.7,13.4,38.6,48.5,28.3,persian gulf university,iran,1350.5,True
1201–1500,Pontifical Catholic University of Peru,Peru,25644.0,7.8,1.0,46 : 54,,20.7,10.0,28.9,37.8,43.1,pontifical catholic university of peru,peru,1350.5,True
1201–1500,Pontifical Catholic University of Valparaíso,Chile,17703.0,26.6,1.0,43 : 57,,16.6,18.1,21.4,47.4,50.0,pontifical catholic university of valparaíso,chile,1350.5,True
1201–1500,Pontifícia Universidade Católica do Paraná,Brazil,12301.0,14.7,1.0,55 : 45,,23.2,13.5,34.2,39.3,26.7,pontifícia universidade católica do paraná,brazil,1350.5,True
1201–1500,Poznan University of Medical Sciences,Poland,7495.0,6.0,14.0,72 : 28,,22.1,12.2,30.7,46.7,35.3,poznan university of medical sciences,poland,1350.5,True
1201–1500,Poznan University of Technology,Poland,14502.0,11.6,4.0,33 : 67,,18.9,12.7,26.6,40.0,22.2,poznan university of technology,poland,1350.5,True
1201–1500,University of Primorska,Slovenia,6089.0,16.6,15.0,76 : 24,,15.8,14.2,16.3,38.1,68.0,university of primorska,slovenia,1350.5,True
1201–1500,Prince of Songkla University,Thailand,32779.0,13.0,2.0,70 : 30,,18.8,13.6,18.9,51.2,33.1,prince of songkla university,thailand,1350.5,True
1201–1500,Qassim University,,42159.0,10.2,6.0,62 : 38,,20.1,8.7,26.4,40.2,76.7,qassim university,,1350.5,True
1201–1500,Riga Technical University,Latvia,10745.0,33.4,21.0,33 : 67,,22.7,22.0,14.8,62.6,60.9,riga technical university,latvia,1350.5,True
1201–1500,Ritsumeikan University,Japan,34906.0,17.3,10.0,37 : 63,,18.9,13.0,16.9,39.3,40.1,ritsumeikan university,japan,1350.5,True
1201–1500,University of the Ryukyus,Japan,7534.0,9.9,2.0,39 : 61,,20.7,12.6,16.9,45.4,33.2,university of the ryukyus,japan,1350.5,True
1201–1500,Saga University,Japan,6577.0,9.9,3.0,41 : 59,,22.4,12.7,17.3,49.1,23.6,saga university,japan,1350.5,True
1201–1500,Université Saint-Joseph de Beyrouth,Lebanon,7906.0,11.3,6.0,62 : 38,,21.9,10.1,18.7,40.1,69.2,université saintjoseph de beyrouth,lebanon,1350.5,True
1201–1500,Saitama Medical University,Japan,1908.0,1.4,0.0,51 : 49,,23.7,9.0,38.7,40.3,16.2,saitama medical university,japan,1350.5,True
1201–1500,"University of Santiago, Chile (USACH)",Chile,23419.0,22.5,2.0,44 : 56,,16.6,16.1,14.6,37.6,46.6,university of santiago chile,chile,1350.5,True
1201–1500,Sapporo Medical University,Japan,1299.0,3.2,0.0,45 : 55,,25.4,11.3,25.5,41.0,15.9,sapporo medical university,japan,1350.5,True
1201–1500,SASTRA University,India,9945.0,13.8,1.0,45 : 55,,17.7,10.4,43.2,44.6,19.4,sastra university,india,1350.5,True
1201–1500,Sathyabama Institute of Science and Technology,,12971.0,12.1,5.0,48 : 52,,22.7,9.9,24.7,37.5,23.8,sathyabama institute of science and technology,,1350.5,True
1201–1500,Universitas Sebelas Maret,Indonesia,28398.0,18.3,1.0,64 : 36,,17.9,17.3,23.6,70.8,25.8,universitas sebelas maret,indonesia,1350.5,True
1201–1500,Selçuk University,Turkey,36084.0,19.6,7.0,55 : 45,,17.9,13.0,32.5,78.0,28.6,selçuk university,turkey,1350.5,True
1201–1500,Semnan University,Iran,15415.0,13.7,1.0,50 : 50,,17.9,11.1,40.7,37.4,19.6,semnan university,iran,1350.5,True
1201–1500,University of Seoul,South Korea,9759.0,17.5,4.0,40 : 60,,22.6,21.1,26.1,40.9,26.4,university of seoul,south korea,1350.5,True
1201–1500,Seoul National University of Science and Technology (SeoulTech),South Korea,9526.0,14.9,8.0,36 : 64,,23.2,17.7,17.0,43.0,26.1,seoul national university of science and technology,south korea,1350.5,True
1201–1500,University of Sfax,Tunisia,29118.0,12.9,2.0,68 : 32,,25.2,14.0,22.6,37.3,43.6,university of sfax,tunisia,1350.5,True
1201–1500,Shahed University,Iran,5501.0,16.8,0.0,48 : 52,,27.3,14.2,17.6,40.8,16.2,shahed university,iran,1350.5,True
1201–1500,Shahid Bahonar University of Kerman,Iran,14509.0,23.8,1.0,60 : 40,,19.8,13.7,29.7,43.0,21.5,shahid bahonar university of kerman,iran,1350.5,True
1201–1500,​Shahid Chamran University of Ahvaz,Iran,15096.0,25.6,4.0,58 : 42,,22.1,17.2,22.5,79.3,22.3,shahid chamran university of ahvaz,iran,1350.5,True
1201–1500,Shahid Rajaee Teacher Training University,Iran,9060.0,38.1,0.0,31 : 69,,17.4,15.0,26.3,46.3,23.8,shahid rajaee teacher training university,iran,1350.5,True
1201–1500,University of Shanghai for Science and Technology,China,25884.0,9.7,2.0,41 : 59,,18.9,10.5,26.7,50.4,21.8,university of shanghai for science and technology,china,1350.5,True
1201–1500,Shibaura Institute of Technology,Japan,9007.0,27.9,6.0,18 : 82,,19.1,17.4,11.8,42.6,38.8,shibaura institute of technology,japan,1350.5,True
1201–1500,Shiga University of Medical Science,Japan,1160.0,3.1,3.0,49 : 51,,27.3,11.3,29.4,44.8,21.6,shiga university of medical science,japan,1350.5,True
1201–1500,Shinshu University,Japan,10603.0,10.4,3.0,32 : 68,,21.5,14.9,24.3,42.4,27.1,shinshu university,japan,1350.5,True
