university_name,university_name_clean,country_name,country_name_clean,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024
Mulungushi University,mulungushi university,Zambia,zambia,,,,,,,,44.5,1.0,45.0
Musashino University,musashino university,Japan,japan,,,,,,,,28.5,8.0,58.0
Universidad Nacional Abierta y a Distancia (UNAD),universidad nacional abierta y a distancia (unad),Colombia,colombia,,,,,,,,49.6,0.0,53.0
Universidad Nacional de Asunción,universidad nacional de asunción,Paraguay,paraguay,,,,,,,,9.8,2.0,39.0
Universidad Nacional de Chimborazo,universidad nacional de chimborazo,Ecuador,ecuador,,,,,,,,16.8,1.0,57.0
Universidad Nacional de Itapúa,universidad nacional de itapúa,Paraguay,paraguay,,,,,,,,5.0,1.0,55.0
Universidad Nacional de Rafaela (UNRaf),universidad nacional de rafaela (unraf),Argentina,argentina,,,,,,,,6.3,0.0,56.0
Nagoya University of Commerce & Business,nagoya university of commerce & business,Japan,japan,,,,,,,,32.1,10.0,23.0
Nakhchivan State University,nakhchivan state university,Azerbaijan,azerbaijan,,,,,,,,7.9,20.0,48.0
Nakhon Ratchasima Rajabhat University,nakhon ratchasima rajabhat university,Thailand,thailand,,,,,,,,27.8,0.0,68.0
Namal University,namal university,Pakistan,pakistan,,,,,,,,15.9,0.0,37.0
Namangan Engineering Construction Institute,namangan engineering construction institute,Uzbekistan,uzbekistan,,,,,,,,20.9,0.0,11.0
Namangan Institute of Engineering and Technology,namangan institute of engineering and technology,Uzbekistan,uzbekistan,,,,,,,,14.1,0.0,28.0
Namangan State University,namangan state university,Uzbekistan,uzbekistan,,,,,,,,25.8,0.0,54.0
Narxoz University,narxoz university,Kazakhstan,kazakhstan,,,,,,,,13.0,2.0,59.0
"Nasarawa State University, Keffi","nasarawa state university, keffi",Nigeria,nigeria,,,,,,,,13.2,13.0,42.0
Universidad Nacional Agraria La Molina,universidad nacional agraria la molina,Peru,peru,,,,,,,,13.2,2.0,48.0
National Film and Television School,national film and television school,United Kingdom,united kingdom,,,,,,,,7.3,41.0,50.0
National University of Food Technologies,national university of food technologies,Ukraine,ukraine,,,,,,,,10.1,0.0,53.0
National University Odessa Law Academy,national university odessa law academy,Ukraine,ukraine,,,,,,,,18.6,1.0,65.0
The National University of Ostroh Academy,the national university of ostroh academy,Ukraine,ukraine,,,,,,,,9.8,0.0,48.0
National Polytechnic University of Armenia,national polytechnic university of armenia,Armenia,armenia,,,,,,,,7.3,2.0,27.0
National University of Quilmes,national university of quilmes,Argentina,argentina,,,,,,,,32.4,2.0,56.0
National School of Artificial Intelligence (ENSIA),national school of artificial intelligence (ensia),Algeria,algeria,,,,,,,,12.5,0.0,66.0
"National University of Science and Technology, Oman","national university of science and technology, oman",Oman,oman,,,,,,,,18.2,10.0,58.0
"National University, Sudan","national university, sudan",Sudan,sudan,,,,,,,,15.1,5.0,51.0
National Textile University,national textile university,Pakistan,pakistan,,,,,,,,18.8,0.0,29.0
National Transport University,national transport university,Ukraine,ukraine,,,,,,,,10.2,3.0,28.0
National University of Water and Environmental Engineering,national university of water and environmental engineering,Ukraine,ukraine,,,,,,,,16.1,2.0,33.0
National University “Yuri Kondratyuk Poltava Polytechnic”,national university “yuri kondratyuk poltava polytechnic”,Ukraine,ukraine,,,,,,,,8.7,9.0,53.0
Navoi State Pedagogical Institute,navoi state pedagogical institute,Uzbekistan,uzbekistan,,,,,,,,26.4,0.0,61.0
Netaji Subhas University of Technology,netaji subhas university of technology,India,india,,,,,,,,14.6,3.0,14.0
Niger Delta University,niger delta university,Nigeria,nigeria,,,,,,,,23.4,0.0,44.0
Nihon Pharmaceutical University,nihon pharmaceutical university,Japan,japan,,,,,,,,17.7,4.0,50.0
Niigata University of Health and Welfare,niigata university of health and welfare,Japan,japan,,,,,,,,17.3,1.0,51.0
University of Niigata Prefecture,university of niigata prefecture,Japan,japan,,,,,,,,16.0,1.0,73.0
Ninevah University,ninevah university,Iraq,iraq,,,,,,,,14.6,0.0,42.0
Nitte (Deemed to be University),nitte (deemed to be university),India,india,,,,,,,,8.1,1.0,66.0
University of Northampton,university of northampton,United Kingdom,united kingdom,,,,,,,,17.6,32.0,64.0
Northeast Ohio Medical University,northeast ohio medical university,United States,united states,,,,,,,,10.4,0.0,55.0
Northern Border University,northern border university,Saudi Arabia,saudi arabia,,,,,,,,11.5,2.0,65.0
Northern Technical University,northern technical university,Iraq,iraq,,,,,,,,30.9,0.0,47.0
Norwich University of the Arts,norwich university of the arts,United Kingdom,united kingdom,,,,,,,,15.6,12.0,61.0
University Centre of El-Bayadh,university centre of el-bayadh,Algeria,algeria,,,,,,,,33.2,0.0,0.0
University of Nova Gorica,university of nova gorica,Slovenia,slovenia,,,,,,,,3.2,55.0,47.0
Novosibirsk State University of Economics and Management,novosibirsk state university of economics and management,Russian Federation,russian federation,,,,,,,,8.3,18.0,68.0
Nueva Ecija University of Science and Technology (NEUST),nueva ecija university of science and technology (neust),Philippines,philippines,,,,,,,,60.0,1.0,56.0
Universidad Nur,universidad nur,Bolivia,bolivia,,,,,,,,9.5,0.0,57.0
October 6 University,october 6 university,Egypt,egypt,,,,,,,,11.9,4.0,48.0
October University for Modern Sciences and Arts (MSA),october university for modern sciences and arts (msa),Egypt,egypt,,,,,,,,9.8,1.0,50.0
Odesa I.I. Mechnikov National University,odesa i.i. mechnikov national university,Ukraine,ukraine,,,,,,,,7.2,3.0,71.0
Oguz Han Engineering and Technology University of Turkmenistan,oguz han engineering and technology university of turkmenistan,Turkmenistan,turkmenistan,,,,,,,,14.1,0.0,54.0
University of Okara,university of okara,Pakistan,pakistan,,,,,,,,60.6,0.0,53.0
Omsk State Agrarian University,omsk state agrarian university,Russian Federation,russian federation,,,,,,,,20.3,11.0,55.0
Open Christian University,open christian university,South Africa,south africa,,,,,,,,1.6,88.0,16.0
O.P. Jindal Global University,o.p. jindal global university,India,india,,,,,,,,9.1,0.0,48.0
Université d’Oran 2 Mohamed Ben Ahmed,université d’oran 2 mohamed ben ahmed,Algeria,algeria,,,,,,,,29.2,1.0,58.0
Oran Graduate School of Economics,oran graduate school of economics,Algeria,algeria,,,,,,,,13.2,0.0,57.0
Orel State Agrarian University named after N.V. Parahin,orel state agrarian university named after n.v. parahin,Russian Federation,russian federation,,,,,,,,10.4,20.0,42.0
Orel State University named after I.S. Turgenev,orel state university named after i.s. turgenev,Russian Federation,russian federation,,,,,,,,14.9,13.0,54.0
ORT Uruguay University,ort uruguay university,Uruguay,uruguay,,,,,,,,6.7,3.0,46.0
Osol Al-Deen University College,osol al-deen university college,Iraq,iraq,,,,,,,,28.8,0.0,54.0
University College of Osteopathy,university college of osteopathy,United Kingdom,united kingdom,,,,,,,,10.6,31.0,57.0
Ostrogradsky National University of Kremenchuk,ostrogradsky national university of kremenchuk,Ukraine,ukraine,,,,,,,,12.5,1.0,47.0
University of Oum El Bouaghi,university of oum el bouaghi,Algeria,algeria,,,,,,,,12.8,0.0,72.0
Universidad del Pacífico,universidad del pacífico,Peru,peru,,,,,,,,9.1,2.0,55.0
Universidad del Pacífico Ecuador,universidad del pacífico ecuador,Ecuador,ecuador,,,,,,,,13.9,1.0,43.0
Palestine Polytechnic University,palestine polytechnic university,Palestine,palestine,,,,,,,,16.6,2.0,58.0
Palestine Technical University – Kadoorie,palestine technical university – kadoorie,Palestine,palestine,,,,,,,,18.8,4.0,59.0
Universidad de Pamplona,universidad de pamplona,Colombia,colombia,,,,,,,,14.9,1.0,51.0
Panteion University of Social and Political Sciences,panteion university of social and political sciences,Greece,greece,,,,,,,,67.8,2.0,50.0
Panthéon-Assas University (Paris 2),panthéon-assas university (paris 2),France,france,,,,,,,,77.9,12.0,64.0
Pavlo Tychyna Uman State Pedagogical University,pavlo tychyna uman state pedagogical university,Ukraine,ukraine,,,,,,,,14.5,3.0,32.0
University of Petra,university of petra,Jordan,jordan,,,,,,,,20.5,22.0,58.0
Petre Shotadze Tbilisi Medical Academy,petre shotadze tbilisi medical academy,Georgia,georgia,,,,,,,,16.4,64.0,31.0
Petroleum University of Technology,petroleum university of technology,Iran,iran,,,,,,,,35.0,0.0,19.0
Petro Mohyla Black Sea National University,petro mohyla black sea national university,Ukraine,ukraine,,,,,,,,10.2,10.0,58.0
Pharos University,pharos university,Egypt,egypt,,,,,,,,29.1,1.0,53.0
Philadelphia University (Jordan),philadelphia university (jordan),Jordan,jordan,,,,,,,,16.4,33.0,44.0
"Plateau State University, Bokkos","plateau state university, bokkos",Nigeria,nigeria,,,,,,,,11.4,0.0,36.0
Platov South-Russian State Polytechnic University (NPI),platov south-russian state polytechnic university (npi),Russian Federation,russian federation,,,,,,,,10.1,9.0,20.0
Plymouth Marjon University,plymouth marjon university,United Kingdom,united kingdom,,,,,,,,22.4,2.0,65.0
Polytechnic Institute of Setúbal,polytechnic institute of setúbal,Portugal,portugal,,,,,,,,17.8,7.0,46.0
Pontifical Catholic University of Argentina,pontifical catholic university of argentina,Argentina,argentina,,,,,,,,4.4,7.0,56.0
University of Poonch Rawalakot,university of poonch rawalakot,Pakistan,pakistan,,,,,,,,28.1,0.0,56.0
Universidad Popular Autónoma del Estado de Puebla,universidad popular autónoma del estado de puebla,Mexico,mexico,,,,,,,,19.3,2.0,61.0
Prefectural University of Hiroshima,prefectural university of hiroshima,Japan,japan,,,,,,,,11.9,2.0,67.0
"Presbyterian University, Ghana","presbyterian university, ghana",Ghana,ghana,,,,,,,,41.3,1.0,46.0
Presidency University,presidency university,India,india,,,,,,,,20.3,0.0,29.0
Prince Mohammad Bin Fahd University,prince mohammad bin fahd university,Saudi Arabia,saudi arabia,,,,,,,,11.7,17.0,55.0
"University of Professional Studies, Accra","university of professional studies, accra",Ghana,ghana,,,,,,,,50.9,0.0,46.0
Prydniprovska State Academy of Civil Engineering and Architecture,prydniprovska state academy of civil engineering and architecture,Ukraine,ukraine,,,,,,,,7.2,5.0,39.0
Pskov State University,pskov state university,Russian Federation,russian federation,,,,,,,,18.7,13.0,55.0
PUC-Campinas,puc-campinas,Brazil,brazil,,,,,,,,32.8,0.0,58.0
University of Puthisastra,university of puthisastra,Cambodia,cambodia,,,,,,,,8.1,0.0,59.0
"Quaid-e-Awam University of Engineering, Science and Technology (QUEST)","quaid-e-awam university of engineering, science and technology (quest)",Pakistan,pakistan,,,,,,,,10.6,0.0,16.0
Queen Arwa University,queen arwa university,Yemen,yemen,,,,,,,,9.2,1.0,33.0
Queen Margaret University,queen margaret university,United Kingdom,united kingdom,,,,,,,,21.8,30.0,77.0
Universidade Rainha Njinga a Mbande (URNM),universidade rainha njinga a mbande (urnm),Angola,angola,,,,,,,,12.2,0.0,44.0
Rajamangala University of Technology Isan,rajamangala university of technology isan,Thailand,thailand,,,,,,,,18.2,0.0,46.0
Rajamangala University of Technology Thanyaburi (RMUTT),rajamangala university of technology thanyaburi (rmutt),Thailand,thailand,,,,,,,,22.7,1.0,57.0
Rawalpindi Medical University,rawalpindi medical university,Pakistan,pakistan,,,,,,,,9.1,1.0,70.0
Rennes School of Business,rennes school of business,France,france,,,,,,,,34.6,34.0,51.0
Ritsumeikan Asia Pacific University (APU),ritsumeikan asia pacific university (apu),Japan,japan,,,,,,,,25.8,47.0,52.0
Rose Bruford College,rose bruford college,United Kingdom,united kingdom,,,,,,,,15.8,20.0,59.0
Rostov State University of Economics,rostov state university of economics,Russian Federation,russian federation,,,,,,,,24.8,3.0,66.0
Royal Agricultural University,royal agricultural university,United Kingdom,united kingdom,,,,,,,,20.7,13.0,54.0
"Royal Central School of Speech and Drama, University of London","royal central school of speech and drama, university of london",United Kingdom,united kingdom,,,,,,,,16.7,33.0,68.0
Royal College of Academics,royal college of academics,Luxembourg,luxembourg,,,,,,,,333.3,100.0,53.0
Royal College of Art,royal college of art,United Kingdom,united kingdom,,,,,,,,20.4,80.0,72.0
Royal Conservatoire of Scotland,royal conservatoire of scotland,United Kingdom,united kingdom,,,,,,,,10.9,38.0,57.0
Royal Academy of Dramatic Art (RADA),royal academy of dramatic art (rada),United Kingdom,united kingdom,,,,,,,,4.4,20.0,57.0
Royal Academy of Music,royal academy of music,United Kingdom,united kingdom,,,,,,,,9.8,49.0,50.0
Royal College of Music,royal college of music,United Kingdom,united kingdom,,,,,,,,10.3,58.0,55.0
Royal Northern College of Music,royal northern college of music,United Kingdom,united kingdom,,,,,,,,11.0,33.0,49.0
Russian State Agrarian University – Moscow Timiryazev Agricultural Academy,russian state agrarian university – moscow timiryazev agricultural academy,Russian Federation,russian federation,,,,,,,,13.3,5.0,48.0
Russian University of State for Social (RUSS),russian university of state for social (russ),Russian Federation,russian federation,,,,,,,,34.5,5.0,67.0
Ryazan State Medical University,ryazan state medical university,Russian Federation,russian federation,,,,,,,,9.4,15.0,67.0
University of Sadat City,university of sadat city,Egypt,egypt,,,,,,,,49.5,1.0,47.0
University of Saida,university of saida,Algeria,algeria,,,,,,,,19.5,0.0,57.0
University of Saint Joseph,university of saint joseph,Macao,macao,,,,,,,,12.8,10.0,61.0
Saint Petersburg State Pediatric Medical University,saint petersburg state pediatric medical university,Russian Federation,russian federation,,,,,,,,11.9,14.0,57.0
"Saint Thomas University, Colombia","saint thomas university, colombia",Colombia,colombia,,,,,,,,21.1,0.0,50.0
Sakon Nakhon Rajabhat University,sakon nakhon rajabhat university,Thailand,thailand,,,,,,,,20.6,1.0,66.0
Salahaddin University–Erbil,salahaddin university–erbil,Iraq,iraq,,,,,,,,11.7,1.0,57.0
Samara State Medical University,samara state medical university,Russian Federation,russian federation,,,,,,,,9.4,11.0,71.0
Samarkand State University,samarkand state university,Uzbekistan,uzbekistan,,,,,,,,16.7,0.0,48.0
Samarkand State Institute of Foreign Languages,samarkand state institute of foreign languages,Uzbekistan,uzbekistan,,,,,,,,14.7,0.0,68.0
Samarkand State Medical University,samarkand state medical university,Uzbekistan,uzbekistan,,,,,,,,9.9,2.0,41.0
Samsun University,samsun university,Turkey,turkey,,,,,,,,21.2,4.0,44.0
Universidad San Ignacio de Loyola,universidad san ignacio de loyola,Peru,peru,,,,,,,,35.4,1.0,51.0
University of San Martín de Porres,university of san martín de porres,Peru,peru,,,,,,,,18.2,1.0,64.0
University of Santander,university of santander,Colombia,colombia,,,,,,,,19.3,1.0,62.0
Universidad Santo Tomás,universidad santo tomás,Chile,chile,,,,,,,,22.4,1.0,68.0
Sarsen Amanzholov East Kazakhstan University,sarsen amanzholov east kazakhstan university,Kazakhstan,kazakhstan,,,,,,,,25.0,2.0,59.0
Satya Wacana Christian University,satya wacana christian university,Indonesia,indonesia,,,,,,,,41.2,0.0,53.0
Saudi Electronic University,saudi electronic university,Saudi Arabia,saudi arabia,,,,,,,,21.7,7.0,44.0
SBS Swiss Business School,sbs swiss business school,Switzerland,switzerland,,,,,,,,13.6,61.0,35.0
University of Science and Technology of Southern Philippines (USTP),university of science and technology of southern philippines (ustp),Philippines,philippines,,,,,,,,28.3,0.0,52.0
SDU University,sdu university,Kazakhstan,kazakhstan,,,,,,,,22.7,0.0,53.0
Sebha University,sebha university,Libya,libya,,,,,,,,10.0,5.0,69.0
Sefako Makgatho Health Sciences University,sefako makgatho health sciences university,South Africa,south africa,,,,,,,,6.8,2.0,67.0
Seisa Dohto University,seisa dohto university,Japan,japan,,,,,,,,14.4,8.0,31.0
Senshu University,senshu university,Japan,japan,,,,,,,,21.9,3.0,36.0
Seyitnazar Seydi Turkmen State Pedagogical Institute,seyitnazar seydi turkmen state pedagogical institute,Turkmenistan,turkmenistan,,,,,,,,21.9,0.0,64.0
"Shah Abdul Latif University, Khairpur","shah abdul latif university, khairpur",Pakistan,pakistan,,,,,,,,37.0,0.0,25.0
Shaheed Benazir Bhutto Women University Peshawar,shaheed benazir bhutto women university peshawar,Pakistan,pakistan,,,,,,,,26.9,0.0,100.0
