University_Key,University_Name_QS,Country_QS,Country_Code,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student_Score,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,University_Name_THE,Country_THE,THE_Rank,THE_Overall_Score,THE_Teaching_Score,THE_Research_Score,THE_Citations_Score,THE_Industry_Income_Score,THE_International_Outlook,Total_Students,Student_Staff_Ratio,International_Students,Female_Male_Ratio,Year
king s college london,King's College London,United Kingdom,UK,40,79.3,89.5,82.3,64.6,61.1,98.8,100.0,King’s College London,United Kingdom,38.0,79,59.8,75.1,97.7,74.2,97.5,"32,835",13.9,53%,63:37:00,2024
seoul national university,Seoul National University,South Korea,KR,41,78.5,99.0,98.2,85.1,64.9,11.5,14.5,Seoul National University,South Korea,62.0,73.4,74.2,75.3,74.6,100.0,43.7,"28,620",16.1,13%,,2024
monash university,Monash University,Australia,AU,42,78.2,88.4,75.2,9.6,88.4,100.0,100.0,Monash University,Australia,54.0,75.2,55.3,67.8,94.7,99.7,91.1,"58,460",43.1,38%,56:44:00,2024
the university of queensland,The University of Queensland,Australia,AU,43,78.1,87.1,73.7,21.6,87.0,100.0,100.0,The University of Queensland,Australia,70.0,72,52.9,64.3,89.1,99.8,94.0,"42,847",39.1,42%,55:45:00,2024
zhejiang university,Zhejiang University,China (Mainland),CN,=44,77.8,73.8,95.7,66.5,97.6,97.7,26.5,Zhejiang University,China,55.0,75,70.2,75.3,78.7,99.0,65.5,"48,169",12.0,16%,,2024
kyoto university,Kyoto University,Japan,JP,46,76.3,98.7,99.1,94.7,49.3,14.9,20.8,Kyoto University,Japan,55.0,75,85.4,84.3,60.0,100.0,45.7,"21,817",9.0,11%,25 : 75,2024
delft university of technology,Delft University of Technology,Netherlands,NL,=47,76.2,73.0,79.0,36.9,84.9,100.0,89.3,Delft University of Technology,Netherlands,48.0,76.3,66.7,78.2,76.5,100.0,92.8,"21,262",15.9,30%,31 : 69,2024
northwestern university,Northwestern University,United States,US,=47,76.2,83.8,60.2,98.9,70.3,48.2,44.2,Northwestern University,United States,28.0,83.2,72.3,78.8,97.8,99.7,75.9,"18,894",13.1,18%,52:48:00,2024
fudan university,Fudan University,China (Mainland),CN,50,74.4,84.7,89.8,84.5,72.4,88.3,33.0,Fudan University,China,44.0,77.5,76.5,75.3,83.5,96.0,56.1,"38,101",12.6,9%,52:48:00,2024
shanghai jiao tong university,Shanghai Jiao Tong University,China (Mainland),CN,51,74.3,83.7,83.3,54.7,99.4,39.2,35.5,Shanghai Jiao Tong University,China,43.0,77.7,76.6,82.5,75.4,100.0,60.6,"38,472",12.6,9%,37 : 63,2024
carnegie mellon university,Carnegie Mellon University,United States,US,52,73.7,71.2,75.3,49.1,99.9,46.6,98.2,Carnegie Mellon University,United States,24.0,86.3,75.0,84.6,98.9,87.3,85.5,"13,562",11.9,44%,44:56:00,2024
university of amsterdam,University of Amsterdam,Netherlands,NL,53,73.4,83.6,44.2,21.2,98.1,92.4,79.9,University of Amsterdam,Netherlands,61.0,73.6,55.0,63.1,96.7,77.6,93.2,"28,649",13.2,36%,60:40:00,2024
university of bristol,University of Bristol,United Kingdom,UK,55,72.4,74.9,84.7,47.3,64.7,85.5,86.8,University of Bristol,United Kingdom,81.0,69.8,48.7,56.5,97.3,72.3,92.5,"27,335",14.8,31%,55:45:00,2024
duke university,Duke University,United States,US,57,72.0,85.7,69.3,100.0,40.2,16.8,52.2,Duke University,United States,26.0,83.9,79.3,76.1,96.2,100.0,74.8,"15,527",3.9,18%,52:48:00,2024
university of texas at austin,University of Texas at Austin,United States,US,58,71.8,93.5,83.2,8.9,86.7,9.3,11.0,University of Texas at Austin,United States,52.0,75.5,66.0,75.7,91.0,81.4,47.3,"48,558",16.4,8%,55:45:00,2024
sorbonne university,Sorbonne University,France,FR,59,71.7,88.6,53.2,43.3,85.4,35.2,49.8,Sorbonne University,France,75.0,70.5,64.7,60.8,83.7,69.5,78.8,"41,527",14.5,22%,60:40:00,2024
the hong kong university of science and technology,The Hong Kong University of Science and Technology,Hong Kong SAR,HK,60,71.1,83.3,42.6,53.6,99.1,100.0,91.4,The Hong Kong University of Science and Technology,Hong Kong,64.0,73,54.0,62.1,92.9,100.0,95.5,"9,794",19.9,30%,,2024
ku leuven,KU Leuven,Belgium,BE,61,70.1,84.6,42.4,7.0,92.7,93.1,45.7,KU Leuven,Belgium,45.0,77,60.1,74.9,91.9,100.0,79.6,"49,435",37.3,19%,52:48:00,2024
university of california san diego,"University of California, San Diego (UCSD)",United States,US,62,70.0,89.1,50.4,49.6,74.3,68.1,51.3,"University of California, San Diego",United States,34.0,81,66.0,78.4,97.6,100.0,74.3,"40,596",12.0,19%,45:55:00,2024
university of washington,University of Washington,United States,US,63,69.2,84.0,50.4,19.1,93.5,19.0,33.2,University of Washington,United States,25.0,85.3,78.0,83.5,98.2,77.6,73.2,"49,486",10.1,16%,56:44:00,2024
university of illinois at urbana champaign,University of Illinois at Urbana-Champaign,United States,US,64,69.1,85.0,70.8,7.5,86.5,11.1,49.2,University of Illinois at Urbana-Champaign,United States,42.0,77.9,69.5,81.5,85.2,85.3,64.0,"50,250",19.6,23%,51:49:00,2024
national taiwan university,National Taiwan University (NTU),Taiwan,TW,69,67.9,92.8,91.3,30.9,47.0,17.7,20.0,National Taiwan University (NTU),Taiwan,152.0,61.9,57.3,54.8,70.8,99.9,51.2,"24,744",11.1,13%,41:59:00,2024
city university of hong kong,City University of Hong Kong,Hong Kong SAR,HK,70,67.7,59.6,27.3,86.6,99.9,100.0,100.0,City University of Hong Kong,Hong Kong,82.0,69.3,52.2,52.4,91.1,100.0,98.7,"9,076",13.2,67%,54:46:00,2024
universit paris saclay,Université Paris-Saclay,France,FR,71,67.6,58.9,99.1,99.8,45.8,39.1,60.8,Université Paris-Saclay,France,58.0,74.4,70.9,66.1,82.4,92.4,78.6,"31,662",13.0,24%,50:50:00,2024
the university of western australia,The University of Western Australia,Australia,AU,72,66.9,56.2,44.6,16.5,98.9,100.0,99.8,The University of Western Australia,Australia,143.0,62.7,37.7,48.6,88.7,97.2,93.5,"19,382",22.4,26%,50:50:00,2024
brown university,Brown University,United States,US,=73,66.4,58.3,42.4,77.8,85.9,84.5,52.0,Brown University,United States,64.0,73,69.8,59.6,89.7,69.3,72.1,"9,781",10.3,19%,,2024
kth royal institute of technology,KTH Royal Institute of Technology ,Sweden,SE,=73,66.4,45.7,51.1,66.2,90.2,93.2,68.1,KTH Royal Institute of Technology,Sweden,97.0,66.9,53.5,57.8,81.0,97.7,82.5,"13,269",15.9,26%,34 : 66,2024
university of leeds,University of Leeds,United Kingdom,UK,75,65.5,70.3,76.7,37.3,42.3,85.2,90.0,University of Leeds,United Kingdom,129.0,63.9,46.1,49.1,87.3,68.8,94.6,"33,450",14.4,32%,59:41:00,2024
university of glasgow,University of Glasgow,United Kingdom,UK,=76,65.2,76.3,70.7,41.7,31.8,96.0,99.5,University of Glasgow,United Kingdom,87.0,68.2,48.1,51.8,96.8,69.7,96.1,"32,270",14.4,43%,59:41:00,2024
yonsei university,Yonsei University,South Korea,KR,=76,65.2,80.0,96.3,87.4,36.2,19.6,49.7,Yonsei University (Seoul campus),South Korea,76.0,70.4,68.1,64.3,79.3,99.9,51.8,"18,961",13.9,17%,49:51:00,2024
durham university,Durham University,United Kingdom,UK,78,65.1,59.5,89.3,27.8,53.3,97.5,86.9,Durham University,United Kingdom,174.0,60.6,43.5,44.5,83.5,65.6,95.8,"19,575",14.0,32%,54:46:00,2024
korea university,Korea University,South Korea,KR,79,64.7,82.2,94.0,81.0,36.6,13.6,36.3,Korea University,South Korea,201.0,55.9–58.6,48.6,46.6,72.0,99.7,62.5,"22,324",16.3,31%,,2024
osaka university,Osaka University,Japan,JP,80,63.9,81.3,89.1,55.3,62.7,28.6,13.2,Osaka University,Japan,175.0,60.4,62.5,65.7,50.5,100.0,51.0,"22,274",10.4,10%,32 : 68,2024
university of southampton,University of Southampton,United Kingdom,UK,=81,63.5,51.5,51.2,52.8,71.4,96.1,97.4,University of Southampton,United Kingdom,97.0,66.9,48.9,50.1,92.7,73.1,96.5,"19,920",13.0,35%,51:49:00,2024
university of birmingham,University of Birmingham,United Kingdom,UK,84,63.0,67.5,75.7,41.3,38.2,92.3,83.9,University of Birmingham,United Kingdom,101.0,66.6,46.1,49.3,95.5,72.1,95.1,"32,625",15.2,32%,58:42:00,2024
lund university,Lund University,Sweden,SE,=85,62.8,69.3,47.5,50.2,37.7,98.8,77.4,Lund University,Sweden,106.0,66.1,46.7,56.6,86.6,99.8,79.8,"30,349",12.0,18%,56:44:00,2024
lomonosov moscow state university,Lomonosov Moscow State University,Russia,RU,=87,62.2,81.2,78.3,99.8,4.6,20.3,92.3,Lomonosov Moscow State University,Russian Federation,95.0,67,87.5,75.2,33.9,91.1,73.8,"32,680",9.6,37%,50:50:00,2024
university of technology sydney,University of Technology Sydney,Australia,AU,90,61.8,43.4,57.8,9.0,95.3,96.6,93.6,University of Technology Sydney,Australia,148.0,62.3,36.2,43.3,95.9,78.9,94.3,"28,223",37.4,25%,50:50:00,2024
tokyo institute of technology,Tokyo Institute of Technology (Tokyo Tech),Japan,JP,=91,61.6,74.4,94.8,84.4,53.0,31.8,31.7,Tokyo Institute of Technology,Japan,191.0,59.2,59.5,63.3,49.4,100.0,60.1,"9,928",9.6,17%,0.725,2024
university of zurich,University of Zurich,Switzerland,CH,=91,61.6,59.1,27.6,89.9,52.0,100.0,53.0,University of Zurich,Switzerland,80.0,69.9,54.8,53.4,91.8,93.7,92.4,"25,608",14.7,24%,58:42:00,2024
boston university,Boston University,United States,US,=93,61.4,61.7,68.3,32.7,60.1,21.6,87.5,Boston University,United States,78.0,70.1,59.6,54.1,94.3,76.4,74.1,"26,677",10.8,29%,58:42:00,2024
university of st andrews,University of St Andrews,United Kingdom,UK,=95,61.0,47.3,67.2,64.9,57.7,98.7,100.0,University of St Andrews,United Kingdom,193.0,59,46.0,42.6,77.7,63.6,95.8,"10,325",12.4,46%,58:42:00,2024
georgia institute of technology,Georgia Institute of Technology,United States,US,97,60.9,67.4,85.1,15.3,67.1,38.8,65.4,Georgia Institute of Technology,United States,36.0,80,63.4,78.9,94.1,94.6,84.8,"32,079",28.0,29%,34 : 66,2024
pohang university of science and technology,Pohang University of Science And Technology (POSTECH),South Korea,KR,=100,60.4,51.6,75.9,99.9,98.3,33.8,2.6,Pohang University of Science and Technology (POSTECH),South Korea,149.0,62.2,58.1,51.5,77.2,100.0,40.0,"3,300",10.5,5%,,2024
university of nottingham,University of Nottingham,United Kingdom,UK,=100,60.4,60.7,72.1,32.2,46.5,90.0,75.2,University of Nottingham,United Kingdom,130.0,63.8,45.6,45.9,90.6,71.2,92.8,"33,520",16.0,27%,54:46:00,2024
university of wisconsin madison,University of Wisconsin-Madison,United States,US,102,60.0,80.2,47.8,61.3,37.4,30.9,22.8,University of Wisconsin-Madison,United States,63.0,73.3,68.5,67.5,85.5,79.8,62.8,"41,209",9.9,13%,,2024
pontificia universidad cat lica de chile,Pontificia Universidad Católica de Chile (UC),Chile,CL,103,59.9,92.9,99.5,20.6,11.6,16.4,3.5,Pontificia Universidad Católica de Chile,Chile,401.0,45.4–49.0,29.7,34.3,67.6,84.7,57.9,"30,448",15.0,3%,,2024
uppsala university,Uppsala University,Sweden,SE,105,59.4,62.7,30.5,47.7,45.6,98.3,82.4,Uppsala University,Sweden,140.0,62.8,43.9,55.0,81.3,97.7,74.7,"24,749",13.3,17%,60:40:00,2024
rwth aachen university,RWTH Aachen University,Germany,DE,106,59.3,49.7,93.0,5.5,78.7,49.0,83.0,RWTH Aachen University,Germany,90.0,68,54.9,64.8,78.9,100.0,71.2,"34,914",43.3,29%,34 : 66,2024
university of copenhagen,University of Copenhagen,Denmark,DK,=107,58.8,74.1,25.8,100.0,21.2,91.4,22.5,University of Copenhagen,Denmark,103.0,66.3,49.2,51.1,91.3,89.5,80.1,"31,728",4.3,14%,62:38:00,2024
aalto university,Aalto University,Finland,FI,109,58.7,44.6,41.8,40.2,79.4,95.5,37.7,Aalto University,Finland,201.0,55.9–58.6,42.0,43.1,79.7,87.2,81.8,"14,427",20.4,23%,39 : 61,2024
newcastle university,Newcastle University,United Kingdom,UK,110,58.6,48.0,74.5,35.6,50.2,90.0,70.9,Newcastle University,United Kingdom,168.0,60.8,37.2,41.1,93.8,72.1,91.3,"25,650",14.8,26%,53:47:00,2024
university of alberta,University of Alberta,Canada,CA,111,58.3,56.8,36.5,42.8,59.1,97.9,73.2,University of Alberta,Canada,109.0,65.9,50.1,55.5,80.9,99.9,90.7,"33,730",22.8,27%,,2024
university of waterloo,University of Waterloo,Canada,CA,112,58.1,40.7,66.7,6.8,82.9,76.8,77.9,University of Waterloo,Canada,158.0,61.7,42.2,49.3,83.7,78.3,89.3,"36,904",24.2,23%,47:53:00,2024
tohoku university,Tohoku University,Japan,JP,113,58.0,72.4,84.2,98.5,29.6,14.2,13.8,Tohoku University,Japan,130.0,63.8,67.8,66.4,53.8,99.9,58.5,"17,409",11.8,12%,28 : 72,2024
western university,Western University,Canada,CA,114,57.4,32.1,47.4,3.7,98.3,99.7,54.6,Western University,Canada,201.0,55.9–58.6,40.2,42.9,75.2,99.6,87.5,"30,176",33.0,24%,56:44:00,2024
university of helsinki,University of Helsinki,Finland,FI,115,57.2,65.1,32.3,63.4,49.8,71.5,5.4,University of Helsinki,Finland,121.0,65.1,48.1,57.6,90.6,69.2,56.7,"22,887",15.9,5%,67:33:00,2024
university of southern california,University of Southern California,United States,US,116,57.1,52.5,47.6,21.7,68.0,31.8,73.5,University of Southern California,United States,74.0,70.8,59.2,58.8,92.5,74.4,74.3,"44,083",14.2,24%,49:51:00,2024
university of oslo,University of Oslo,Norway,NO,117,56.9,55.8,11.2,81.7,64.2,86.1,25.4,University of Oslo,Norway,127.0,64.3,45.6,50.6,92.1,72.3,75.6,"20,967",12.5,15%,66:34:00,2024
stockholm university,Stockholm University,Sweden,SE,118,56.8,54.1,15.2,28.2,71.9,81.5,84.1,Stockholm University,Sweden,185.0,59.6,32.1,49.6,91.0,59.2,81.2,"29,774",20.3,13%,,2024
technical university of denmark,Technical University of Denmark,Denmark,DK,121,56.2,32.5,16.3,99.8,83.4,100.0,82.0,Technical University of Denmark,Denmark,126.0,64.6,50.7,47.4,83.2,99.7,92.2,"10,410",7.7,28%,32 : 68,2024
lancaster university,Lancaster University,United Kingdom,UK,122,55.7,39.7,40.2,25.2,79.3,93.6,90.6,Lancaster University,United Kingdom,155.0,61.8,40.2,40.7,93.9,66.6,96.8,"15,385",13.9,38%,51:49:00,2024
politecnico di milano,Politecnico di Milano,Italy,IT,123,55.2,69.3,71.2,5.2,48.3,63.8,56.6,Politecnico di Milano,Italy,201.0,55.9–58.6,42.9,49.7,71.9,95.3,65.3,"38,978",25.7,19%,35 : 65,2024
eindhoven university of technology,Eindhoven University of Technology,Netherlands,NL,=124,55.0,29.3,76.2,40.4,89.7,100.0,70.8,Eindhoven University of Technology,Netherlands,168.0,60.8,47.4,51.5,71.3,100.0,87.3,"10,611",21.4,27%,,2024
university of basel,University of Basel,Switzerland,CH,=124,55.0,27.8,17.8,57.4,96.5,100.0,85.0,University of Basel,Switzerland,123.0,64.9,50.8,42.9,87.7,99.4,95.4,"8,536",10.4,31%,56:44:00,2024
leiden university,Leiden University,Netherlands,NL,=126,54.8,69.1,26.8,20.2,62.7,85.5,50.2,Leiden University,Netherlands,77.0,70.2,46.0,62.7,93.0,98.1,87.8,"35,072",19.3,21%,60:40:00,2024
university of bern,University of Bern,Switzerland,CH,=126,54.8,30.5,24.4,54.6,99.2,100.0,36.9,University of Bern,Switzerland,116.0,65.4,45.1,47.0,93.3,99.2,87.0,"12,399",18.2,16%,59:41:00,2024
university of geneva,University of Geneva,Switzerland,CH,128,54.2,45.1,14.1,42.0,75.4,100.0,96.3,University of Geneva,Switzerland,183.0,59.8,41.8,38.0,86.7,80.7,97.1,"18,865",8.4,40%,62:38:00,2024
chalmers university of technology,Chalmers University of Technology,Sweden,SE,129,54.0,26.6,51.5,51.1,80.9,100.0,67.4,Chalmers University of Technology,Sweden,189.0,59.4,42.7,46.6,79.4,97.1,74.1,"10,103",15.4,17%,32 : 68,2024
macquarie university,Macquarie University,Australia,AU,=130,53.7,31.6,41.0,10.3,81.3,98.6,93.6,Macquarie University,Australia,180.0,60.1,36.7,44.2,87.4,90.9,88.6,"30,371",51.7,22%,,2024
university of vienna,University of Vienna,Austria,AT,=130,53.7,70.8,42.5,22.0,14.5,99.3,88.1,University of Vienna,Austria,119.0,65.2,48.7,60.3,77.4,75.9,94.9,"31,318",37.4,31%,66:34:00,2024
university of california davis,"University of California, Davis",United States,US,=132,53.2,63.9,44.7,30.4,40.7,70.3,49.3,"University of California, Davis",United States,59.0,74.1,63.7,67.8,87.2,91.5,78.7,"37,926",13.3,18%,60:40:00,2024
sapienza university of rome,Sapienza University of Rome,Italy,IT,=134,52.9,79.2,41.0,4.6,44.9,3.0,10.8,Sapienza University of Rome,Italy,181.0,60,53.5,48.1,77.9,85.4,46.5,"60,522",22.2,9%,61:39:00,2024
texas a m university,Texas A&M University,United States,US,=134,52.9,62.0,59.6,4.5,68.4,23.1,13.3,Texas A&M University,United States,118.0,65.3,55.2,62.1,77.3,76.4,64.1,"64,427",20.5,6%,47:53:00,2024
michigan state university,Michigan State University,United States,US,136,52.7,59.9,49.4,11.3,58.0,58.6,12.8,Michigan State University,United States,116.0,65.4,54.8,52.3,86.2,70.0,71.4,"44,514",16.1,11%,52:48:00,2024
universiti sains malaysia,Universiti Sains Malaysia (USM),Malaysia,MY,=137,52.6,61.4,74.7,55.2,16.2,24.9,88.9,Universiti Sains Malaysia,Malaysia,401.0,45.4–49.0,42.9,27.8,60.0,53.7,71.9,"24,850",12.1,28%,63:37:00,2024
university of science and technology of china,University of Science and Technology of China,China (Mainland),CN,=137,52.6,52.5,17.5,91.2,98.5,16.8,5.2,University of Science and Technology of China,China,57.0,74.8,74.3,66.3,88.2,95.6,45.4,"20,252",8.1,5%,,2024
university of groningen,University of Groningen,Netherlands,NL,139,52.5,52.9,29.9,51.4,42.9,93.5,85.6,University of Groningen,Netherlands,79.0,70,47.5,57.2,94.5,99.9,93.4,"31,942",28.8,29%,53:47:00,2024
rmit university,RMIT University,Australia,AU,140,52.4,38.6,49.6,5.4,68.6,100.0,92.8,RMIT University,Australia,251.0,53.1–55.8,35.5,36.2,83.2,73.2,92.8,"32,574",24.0,34%,48:52:00,2024
nanjing university,Nanjing University,China (Mainland),CN,=141,52.1,59.6,25.4,31.3,96.9,55.1,7.3,Nanjing University,China,73.0,70.9,64.0,61.7,85.3,96.8,61.8,"36,711",16.7,8%,54:46:00,2024
aarhus university,Aarhus University,Denmark,DK,=143,52.0,55.8,24.7,32.5,54.1,90.3,13.1,Aarhus University,Denmark,109.0,65.9,44.9,59.0,86.3,98.7,76.3,"26,996",13.5,9%,56:44:00,2024
king abdulaziz university,King Abdulaziz University (KAU),Saudi Arabia,SA,=143,52.0,54.5,61.6,52.5,37.5,97.5,23.1,King Abdulaziz University,Saudi Arabia,251.0,53.1–55.8,37.8,28.6,90.7,46.1,75.4,"60,540",13.9,3%,50:50:00,2024
queen mary university of london,Queen Mary University of London,United Kingdom,UK,=145,51.9,48.8,32.8,38.7,50.7,99.7,99.4,Queen Mary University of London,United Kingdom,135.0,63.1,37.6,42.6,97.9,73.9,98.1,"22,205",14.6,45%,54:46:00,2024
rice university,Rice University,United States,US,=145,51.9,38.7,22.9,65.9,82.5,91.0,94.8,Rice University,United States,119.0,65.2,56.4,45.6,86.5,73.9,85.8,"7,318",9.8,26%,42:58:00,2024
sungkyunkwan university,Sungkyunkwan University(SKKU),South Korea,KR,=145,51.9,64.2,71.6,81.8,37.9,17.8,34.0,Sungkyunkwan University (SKKU),South Korea,145.0,62.5,55.5,54.2,72.9,98.8,61.3,"23,402",19.4,19%,,2024
university of bath,University of Bath,United Kingdom,UK,148,51.8,35.6,74.3,16.1,61.9,96.3,81.6,University of Bath,United Kingdom,251.0,53.1–55.8,34.7,35.1,80.5,65.3,95.0,"15,280",15.8,31%,45:55:00,2024
wageningen university research,Wageningen University & Research,Netherlands,NL,=151,51.3,43.3,19.0,97.9,46.0,55.0,78.5,Wageningen University & Research,Netherlands,64.0,73,56.4,59.8,93.8,98.8,92.4,"15,899",18.1,28%,54:46:00,2024
cardiff university,Cardiff University,United Kingdom,UK,=154,50.5,46.5,48.3,33.7,39.6,84.0,70.6,Cardiff University,United Kingdom,190.0,59.3,35.5,39.6,91.9,70.4,92.5,"28,815",15.0,27%,58:42:00,2024
washington university in st louis,Washington University in St. Louis,United States,US,=154,50.5,38.6,10.4,99.8,50.7,84.3,68.0,Washington University in St Louis,United States,68.0,72.3,60.8,57.2,97.5,77.8,72.7,"13,825",7.3,22%,52:48:00,2024
universiti putra malaysia,Universiti Putra Malaysia (UPM),Malaysia,MY,158,50.4,58.8,67.5,67.6,22.7,44.3,97.3,Universiti Putra Malaysia,Malaysia,501.0,41.9–45.3,36.0,30.5,51.2,64.9,80.7,"19,001",11.3,27%,65:35:00,2024
ghent university,Ghent University,Belgium,BE,=159,50.2,53.4,25.2,78.9,25.1,79.6,21.2,Ghent University,Belgium,115.0,65.6,47.2,59.3,85.3,99.7,65.7,"41,487",37.6,12%,57:43:00,2024
universiti kebangsaan malaysia,Universiti Kebangsaan Malaysia (UKM),Malaysia,MY,=159,50.2,59.7,70.1,87.5,11.7,52.7,61.1,Universiti Kebangsaan Malaysia,Malaysia,401.0,45.4–49.0,45.7,27.8,58.7,47.4,74.9,"16,764",10.1,18%,57:43:00,2024
university of wollongong,University of Wollongong,Australia,AU,162,50.1,29.7,25.1,16.3,93.8,95.6,56.0,University of Wollongong,Australia,201.0,55.9–58.6,36.8,39.3,84.0,91.4,91.7,"16,328",26.1,22%,55:45:00,2024
university of california santa barbara,"University of California, Santa Barbara (UCSB)",United States,US,163,50.0,54.8,19.0,9.5,96.9,70.4,21.6,"University of California, Santa Barbara",United States,69.0,72.1,47.4,64.7,96.9,99.4,84.0,"25,540",27.5,18%,54:46:00,2024
hanyang university,Hanyang University,South Korea,KR,=164,49.7,49.0,81.3,83.5,23.3,16.9,54.3,Hanyang University,South Korea,301.0,51.1–53.0,45.4,40.4,62.0,99.4,66.5,"19,344",13.2,21%,,2024
kyushu university,Kyushu University,Japan,JP,=164,49.7,57.4,70.0,85.7,23.9,14.7,25.6,Kyushu University,Japan,301.0,51.1–53.0,55.0,47.5,51.2,98.4,48.8,"18,220",7.7,13%,28 : 72,2024
university of york,University of York,United Kingdom,UK,167,49.4,43.5,35.3,45.0,40.3,88.3,78.2,University of York,United Kingdom,147.0,62.4,42.4,44.8,90.8,66.9,93.1,"19,505",16.1,31%,56:44:00,2024
university of florida,University of Florida,United States,US,168,49.1,48.0,58.7,71.3,26.6,18.8,10.8,University of Florida,United States,132.0,63.7,55.5,56.7,78.3,88.9,50.9,"48,114",16.7,9%,56:44:00,2024
university of maryland college park,"University of Maryland, College Park",United States,US,=169,48.9,49.2,26.1,35.1,68.4,31.6,14.0,"University of Maryland, College Park",United States,114.0,65.7,49.4,58.1,92.8,70.2,48.6,"33,988",17.0,9%,49:51:00,2024
university of reading,University of Reading,United Kingdom,UK,=169,48.9,33.2,39.3,16.1,67.4,88.4,81.0,University of Reading,United Kingdom,201.0,55.9–58.6,37.5,40.6,84.1,70.8,95.5,"15,945",16.6,31%,55:45:00,2024
complutense university of madrid,Complutense University of Madrid,Spain,ES,=171,48.8,68.2,69.3,25.8,7.0,9.0,25.6,Complutense University of Madrid,Spain,501.0,41.9–45.3,40.3,29.4,58.8,52.1,46.7,"59,814",11.8,10%,62:38:00,2024
university college dublin,University College Dublin,Ireland,IE,=171,48.8,49.8,41.3,20.7,38.9,98.8,60.8,University College Dublin,Ireland,201.0,55.9–58.6,34.3,41.3,84.0,75.1,88.1,"23,405",20.7,25%,,2024
qatar university,Qatar University,Qatar,QA,=173,48.7,27.1,43.9,64.8,38.8,100.0,96.8,Qatar University,Qatar,251.0,53.1–55.8,31.3,35.6,83.4,61.8,96.0,"10,081",8.4,36%,77:23:00,2024
university of cape town,University of Cape Town,South Africa,ZA,=173,48.7,44.4,51.0,12.6,45.7,59.9,21.2,University of Cape Town,South Africa,167.0,60.9,38.7,47.0,88.3,78.2,82.9,"21,961",13.6,13%,54:46:00,2024
erasmus university rotterdam,Erasmus University Rotterdam ,Netherlands,NL,=176,48.5,37.3,50.9,22.5,53.4,83.0,60.1,Erasmus University Rotterdam,Netherlands,99.0,66.7,38.5,54.1,96.9,94.7,90.6,"33,874",36.0,25%,54:46:00,2024
nagoya university,Nagoya University,Japan,JP,=176,48.5,61.5,65.1,87.5,33.0,15.4,19.1,Nagoya University,Japan,201.0,55.9–58.6,55.3,55.7,54.3,99.5,41.9,"15,224",13.0,12%,30 : 70,2024
university of liverpool,University of Liverpool,United Kingdom,UK,=176,48.5,44.4,35.0,39.7,37.9,87.8,79.0,University of Liverpool,United Kingdom,168.0,60.8,38.4,40.2,93.4,64.9,96.4,"25,955",14.2,32%,54:46:00,2024
arizona state university,Arizona State University,United States,US,179,48.1,46.7,36.7,6.8,61.5,64.5,30.1,Arizona State University (Tempe),United States,182.0,59.9,40.9,46.2,87.5,71.5,71.7,"48,870",19.7,14%,46:54:00,2024
universit catholique de louvain,Université catholique de Louvain (UCLouvain),Belgium,BE,=180,48.0,49.1,30.8,4.4,60.2,89.4,39.3,Université Catholique de Louvain,Belgium,168.0,60.8,39.5,49.4,83.1,92.0,83.1,"25,409",37.3,20%,54:46:00,2024
university of calgary,University of Calgary,Canada,CA,182,47.9,37.7,61.2,19.9,41.5,82.8,62.0,University of Calgary,Canada,201.0,55.9–58.6,36.5,41.4,81.7,88.8,85.2,"34,012",18.8,24%,54:46:00,2024
curtin university,Curtin University,Australia,AU,183,47.8,32.4,31.8,14.3,86.2,100.0,26.4,Curtin University,Australia,201.0,55.9–58.6,30.2,36.5,87.5,78.8,94.7,"29,283",20.8,29%,53:47:00,2024
cole normale sup rieure de lyon,École Normale Supérieure de Lyon,France,FR,=184,47.6,30.5,14.4,95.7,98.4,70.8,14.6,École Normale Supérieure de Lyon,France,251.0,53.1–55.8,58.5,46.8,53.9,78.5,68.0,"2,024",7.9,11%,43:57:00,2024
university of gothenburg,University of Gothenburg,Sweden,SE,187,47.3,36.2,16.9,56.3,39.4,90.6,80.8,University of Gothenburg,Sweden,201.0,55.9–58.6,34.0,43.4,90.2,75.4,65.7,"21,698",11.9,13%,,2024
universiti teknologi malaysia,Universiti Teknologi Malaysia ,Malaysia,MY,188,46.9,46.6,63.8,42.5,33.9,16.0,85.2,Universiti Teknologi Malaysia,Malaysia,401.0,45.4–49.0,44.1,29.3,65.0,55.0,71.5,"20,863",12.7,26%,45:55:00,2024
mcmaster university,McMaster University,Canada,CA,=189,46.8,40.5,38.2,75.1,29.0,99.3,59.5,McMaster University,Canada,103.0,66.3,43.8,51.3,93.0,100.0,87.3,"28,254",30.9,22%,56:44:00,2024
queensland university of technology,Queensland University of Technology (QUT),Australia,AU,=189,46.8,40.9,37.6,7.4,64.9,96.0,26.4,Queensland University of Technology,Australia,199.0,58.7,33.9,42.1,89.5,85.9,82.2,"35,164",37.9,14%,54:46:00,2024
wuhan university,Wuhan University,China (Mainland),CN,194,46.6,40.9,44.0,12.8,87.4,40.7,5.0,Wuhan University,China,164.0,61.3,50.9,45.0,88.5,90.6,41.0,"56,066",15.0,5%,,2024
